/Reviews,,,,,,,,,,,,,
/@slot1,/@slot12,/@slot2,/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@from,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/Opinions/Opinion/@target,/Review/sentences/sentence/Opinions/Opinion/@to,/Review/sentences/sentence/text
u,u,u,Review-g188671-d3318591_3,127,Review-g188671-d3318591_3:2,,751,SERVICE#GENERAL,6,positive,bediening,15,"Super bediening, vriendelijk en attent."
u,u,u,Review-g188671-d3318591_3,127,Review-g188671-d3318591_3:3,,752,RESTAURANT#GENERAL,0,positive,NULL,0,Zeker dat ik hier naar terug kom.
u,u,u,Review-g188671-d3318591_3,127,Review-g188671-d3318591_3:4,,753,RESTAURANT#GENERAL,0,positive,NULL,0,Een must do in brugge.
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:1,,754,SERVICE#GENERAL,40,positive,service,47,"Uiterst gezellige familiezaak, waar ze 'service with a smile' hoog in het vaandel dragen."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:1,,754,AMBIENCE#GENERAL,18,positive,familiezaak,29,"Uiterst gezellige familiezaak, waar ze 'service with a smile' hoog in het vaandel dragen."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:2,,755,SERVICE#GENERAL,3,positive,uitbaters,12,De uitbaters leggen je er echt in de watten.
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:3,,756,FOOD#STYLE_OPTIONS,38,positive,ontbijt,45,"Je kan er terecht voor een uitgebreid ontbijt, een lichte lunch of een afternoon tea."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:4,,757,FOOD#QUALITY,40,positive,victoria spongecake,59,"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:4,,757,FOOD#QUALITY,61,positive,cheesecake,71,"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:4,,757,DRINKS#QUALITY,22,positive,chocolademelk,35,"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:4,,757,FOOD#QUALITY,79,positive,scrambled eggs'-bagel,100,"Toppers zijn de verse chocolademelk, de Victoria spongecake, cheesecake en de 'scrambled eggs'-bagel."
u,u,u,Review-g188671-d3318591_4,128,Review-g188671-d3318591_4:5,,758,FOOD#QUALITY,0,positive,allemaal,8,"Allemaal huisgemaakt, uiteraard!"
u,u,u,Review-g188671-d3570292_1,129,Review-g188671-d3570292_1:1,,759,RESTAURANT#GENERAL,90,positive,restaurant,100,"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!"
u,u,u,Review-g188671-d3570292_1,129,Review-g188671-d3570292_1:1,,759,AMBIENCE#GENERAL,62,positive,ambiance,70,"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!"
u,u,u,Review-g188671-d3570292_1,129,Review-g188671-d3570292_1:1,,759,SERVICE#GENERAL,37,positive,bediening,46,"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!"
u,u,u,Review-g188671-d3570292_1,129,Review-g188671-d3570292_1:1,,759,FOOD#STYLE_OPTIONS,20,positive,kaart,25,"De seizoensgebonden kaart, geweldige bediening en de prettige ambiance, maakt het dat dit restaurant zeer goed is!"
u,u,u,Review-g188671-d3570292_1,129,Review-g188671-d3570292_1:2,,760,RESTAURANT#GENERAL,0,positive,NULL,0,Echt een aanrader!
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:1,,761,,,,,,Op aanraden van Carolien van B&B Côte Canal in Brugge kwamen we hier terecht.
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:2,,762,FOOD#QUALITY,41,positive,eten,45,Het was genieten van de atmosfeer en het eten.
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:2,,762,AMBIENCE#GENERAL,24,positive,atmosfeer,33,Het was genieten van de atmosfeer en het eten.
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:3,,763,AMBIENCE#GENERAL,90,positive,kader,95,"De broers brengen je een pure, verfijnde en kwaliteitsvolle keuken in een sprookjesachtig kader."
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:3,,763,FOOD#QUALITY,60,positive,keuken,66,"De broers brengen je een pure, verfijnde en kwaliteitsvolle keuken in een sprookjesachtig kader."
u,u,u,Review-g188671-d3570292_2,130,Review-g188671-d3570292_2:4,,764,RESTAURANT#GENERAL,0,positive,NULL,0,Wij komen zeker terug.
u,u,u,Review-g188671-d3570292_3,131,Review-g188671-d3570292_3:1,,765,AMBIENCE#GENERAL,0,positive,pomperlut,9,"Pomperlut is een sfeervol restaurant, mooi ingericht en cosy."
u,u,u,Review-g188671-d3570292_3,131,Review-g188671-d3570292_3:2,,766,FOOD#QUALITY,49,positive,menuutje,57,Weinig keus maar toch voldoende om je een lekker menuutje te laten serveren.
u,u,u,Review-g188671-d3570292_3,131,Review-g188671-d3570292_3:2,,766,FOOD#STYLE_OPTIONS,7,neutral,keus,11,Weinig keus maar toch voldoende om je een lekker menuutje te laten serveren.
u,u,u,Review-g188671-d3570292_3,131,Review-g188671-d3570292_3:3,,767,SERVICE#GENERAL,3,neutral,service,10,De service is een beetje koel maar toch correct.
u,u,u,Review-g188671-d3570292_3,131,Review-g188671-d3570292_3:4,,768,RESTAURANT#GENERAL,0,positive,NULL,0,Een aanrader voor de wintermaanden wanneer de grote haard lekkere knetterende warmte geeft.
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:1,,769,AMBIENCE#GENERAL,23,positive,kader,28,"Een sfeervol, gezellig kader."
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:2,,770,FOOD#STYLE_OPTIONS,0,positive,NULL,0,"Superlekker gegeten, meer dan gewoon."
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:2,,770,FOOD#QUALITY,0,positive,NULL,0,"Superlekker gegeten, meer dan gewoon."
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:3,,771,,,,,,Ideaal voor romantisch avondje of met goeie vrienden.
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:4,,772,RESTAURANT#GENERAL,0,positive,NULL,0,"We gaan zeker terug, maar misschien alleen met vrouwen, want peter, die ons bediende was een streling voor het oog."
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:4,,772,SERVICE#GENERAL,61,positive,peter,66,"We gaan zeker terug, maar misschien alleen met vrouwen, want peter, die ons bediende was een streling voor het oog."
u,u,u,Review-g188671-d3570292_4,132,Review-g188671-d3570292_4:5,,773,,,,,,Ook fijn!
u,u,u,Review-g188671-d3617522_1,133,Review-g188671-d3617522_1:1,,774,FOOD#QUALITY,100,positive,limousin' vlees,115,Per toeval in dit 'huisje' beland waar we op het binnenterras genoten hebben van een lekker stukje 'Limousin' vlees.
u,u,u,Review-g188671-d3617522_1,133,Review-g188671-d3617522_1:2,,775,SERVICE#GENERAL,12,positive,bediening,21,"Super toffe bediening, aangepaste wijntjes en dat in een mooi en rustig kader, weg van de drukte aan 't Zand en zijn toeristenvallen."
u,u,u,Review-g188671-d3617522_1,133,Review-g188671-d3617522_1:2,,775,DRINKS#STYLE_OPTIONS,34,neutral,wijntjes,42,"Super toffe bediening, aangepaste wijntjes en dat in een mooi en rustig kader, weg van de drukte aan 't Zand en zijn toeristenvallen."
u,u,u,Review-g188671-d3617522_1,133,Review-g188671-d3617522_1:2,,775,AMBIENCE#GENERAL,72,positive,kader,77,"Super toffe bediening, aangepaste wijntjes en dat in een mooi en rustig kader, weg van de drukte aan 't Zand en zijn toeristenvallen."
u,u,u,Review-g188671-d3617522_3,134,Review-g188671-d3617522_3:1,,776,AMBIENCE#GENERAL,0,positive,NULL,0,Het was een verademing voor ons om even uit de drukte van de markt in Brugge in alle rust en zeer sfeervol te genieten van een heerlijke maaltijd.
u,u,u,Review-g188671-d3617522_3,134,Review-g188671-d3617522_3:1,,776,FOOD#QUALITY,137,positive,maaltijd,145,Het was een verademing voor ons om even uit de drukte van de markt in Brugge in alle rust en zeer sfeervol te genieten van een heerlijke maaltijd.
u,u,u,Review-g188671-d3617522_3,134,Review-g188671-d3617522_3:2,,777,FOOD#STYLE_OPTIONS,10,positive,menu,14,Al in het menu wordt je geïnformeerd over lactose- en glutenvrije recepten.
u,u,u,Review-g188671-d3617522_3,134,Review-g188671-d3617522_3:3,,778,DRINKS#STYLE_OPTIONS,3,positive,combinatie met de wijn soorten,33,De combinatie met de wijn soorten was bijzonder.
u,u,u,Review-g188671-d3617522_3,134,Review-g188671-d3617522_3:4,,779,RESTAURANT#GENERAL,0,positive,NULL,0,Heerlijk.
u,u,u,Review-g188671-d3617522_4,135,Review-g188671-d3617522_4:1,,780,,,,,,Het is voor vegetariërs niet altijd even makkelijk om een restaurant te vinden waar je goed en stijlvol kunt eten.
u,u,u,Review-g188671-d3617522_4,135,Review-g188671-d3617522_4:2,,781,RESTAURANT#GENERAL,7,positive,restaurant,17,In dit restaurant lukt het wel.
u,u,u,Review-g188671-d3617522_4,135,Review-g188671-d3617522_4:3,,782,RESTAURANT#GENERAL,0,positive,NULL,0,"Heerlijk, eerlijk en apart."
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:1,,783,RESTAURANT#GENERAL,29,positive,restaurant,39,"Als in Brugge wonend, is dit restaurant een echte aanrader en ééntje dat ik andere zou aanraden."
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:2,,784,FOOD#QUALITY,33,positive,voedsel,40,Het is er verzorgd en heel verse voedsel.
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:2,,784,AMBIENCE#GENERAL,0,positive,NULL,0,Het is er verzorgd en heel verse voedsel.
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:3,,785,SERVICE#GENERAL,3,positive,chef,7,De chef toont een grote gedrevenheid en passie voor zijn vak.
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:4,,786,RESTAURANT#GENERAL,0,neutral,NULL,0,Ik ben hier al verschillende keren geweest en het was steeds in orde.
u,u,u,Review-g188671-d5944255_1,136,Review-g188671-d5944255_1:5,,787,RESTAURANT#GENERAL,0,positive,NULL,0,Je krijgt meer dan waard voor je geld!
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:1,,788,FOOD#STYLE_OPTIONS,0,positive,NULL,0,"Heb hier al verschillende malen gegeten en telkens vlotte bediening, heel lekker om te eten, mooi gepresenteerd en ruime porties ook."
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:1,,788,FOOD#STYLE_OPTIONS,121,positive,porties,128,"Heb hier al verschillende malen gegeten en telkens vlotte bediening, heel lekker om te eten, mooi gepresenteerd en ruime porties ook."
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:1,,788,FOOD#QUALITY,0,positive,NULL,0,"Heb hier al verschillende malen gegeten en telkens vlotte bediening, heel lekker om te eten, mooi gepresenteerd en ruime porties ook."
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:1,,788,SERVICE#GENERAL,58,positive,bediening,67,"Heb hier al verschillende malen gegeten en telkens vlotte bediening, heel lekker om te eten, mooi gepresenteerd en ruime porties ook."
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:2,,789,RESTAURANT#PRICES,0,positive,NULL,0,Heel redelijk van prijs en veel gerechten dat je ergens anders niet direct Zal vinden.
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:2,,789,FOOD#STYLE_OPTIONS,32,positive,gerechten,41,Heel redelijk van prijs en veel gerechten dat je ergens anders niet direct Zal vinden.
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:3,,790,FOOD#QUALITY,3,positive,lasagne,10,De Lasagne is super.
u,u,u,Review-g188671-d5944255_2,137,Review-g188671-d5944255_2:4,,791,RESTAURANT#GENERAL,0,positive,NULL,0,Doe zo voort!
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:1,,792,FOOD#QUALITY,0,positive,NULL,0,Mijn vriendin en ik heb hier lekker gegeten.
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:2,,793,RESTAURANT#GENERAL,27,positive,restaurant,37,Niet het gewone alledaagse restaurant maar eens iets anders.
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:3,,794,AMBIENCE#GENERAL,13,positive,interieur,22,"Mooi, modern interieur en een kok waar je aan merkt dat hij enorm gepassioneerd met eten bezig is!"
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:3,,794,FOOD#QUALITY,30,positive,kok,33,"Mooi, modern interieur en een kok waar je aan merkt dat hij enorm gepassioneerd met eten bezig is!"
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:4,,795,DRINKS#QUALITY,9,negative,limonade,17,"De verse limonade vonden we wat bitter afsmaken maar het eten, in ons geval een salade met zalm en een quiche smaakten ongelooflijk goed."
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:4,,795,FOOD#QUALITY,80,positive,salade met zalm en een quiche,109,"De verse limonade vonden we wat bitter afsmaken maar het eten, in ons geval een salade met zalm en een quiche smaakten ongelooflijk goed."
u,u,u,Review-g188671-d5944255_3,138,Review-g188671-d5944255_3:5,,796,FOOD#QUALITY,42,positive,dessert,49,"En dan heb ik het nog niet gehad over het dessert, een eigen versie van een snicker een absolute aanrader."
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:1,,797,,,,,,Ik heb dit restaurantje gevonden via tripadvisor.
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:2,,798,,,,,,Toen ik de reviews las en de foto's zag wou ik er zeker eens gaan eten.
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:3,,799,AMBIENCE#GENERAL,31,positive,restaurantje,43,Wanneer je binnen stapt in dit restaurantje wordt je onder gedompeld in wat volgens mij de ideale wereld moet zijn volgens deze twee leuke jonge mensen.
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:4,,800,FOOD#QUALITY,0,positive,NULL,0,"Op een uurtje tijd kom je tot rust, eet je fantastisch lekker en zie je twee mensen die voor 100% achter dit concept staan."
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:4,,800,AMBIENCE#GENERAL,0,positive,NULL,0,"Op een uurtje tijd kom je tot rust, eet je fantastisch lekker en zie je twee mensen die voor 100% achter dit concept staan."
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:4,,800,SERVICE#GENERAL,77,positive,mensen,83,"Op een uurtje tijd kom je tot rust, eet je fantastisch lekker en zie je twee mensen die voor 100% achter dit concept staan."
u,u,u,Review-g188671-d5944255_4,139,Review-g188671-d5944255_4:5,,801,RESTAURANT#GENERAL,0,positive,NULL,0,Ik zou zeggen doe zo verder en ons zie zeker en vast nog terug.
u,u,u,Review-g188671-d694742_1,140,Review-g188671-d694742_1:1,,802,DRINKS#QUALITY,54,positive,wijn,58,Wij hebben heerlijk gegeten en genoten van de lekkere wijn.
u,u,u,Review-g188671-d694742_1,140,Review-g188671-d694742_1:1,,802,FOOD#QUALITY,0,positive,NULL,0,Wij hebben heerlijk gegeten en genoten van de lekkere wijn.
u,u,u,Review-g188671-d694742_1,140,Review-g188671-d694742_1:2,,803,AMBIENCE#GENERAL,22,positive,ambiance,30,"Bediening was keurig, ambiance sfeervol en gezellig."
u,u,u,Review-g188671-d694742_1,140,Review-g188671-d694742_1:2,,803,SERVICE#GENERAL,0,neutral,bediening,9,"Bediening was keurig, ambiance sfeervol en gezellig."
u,u,u,Review-g188671-d694742_1,140,Review-g188671-d694742_1:3,,804,RESTAURANT#GENERAL,0,positive,NULL,0,"Echt een top avond gehad, wij komen zeker terug!"
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:1,,805,AMBIENCE#GENERAL,182,positive,sfeer,187,"Het Parkrestaurant is zeker de moeite waard, wel eerder te beoordelen als een totaalconcept: zeer vriendelijke en persoonlijke ontvangst, mooi, gezellig en stijlvol interieur, warme sfeer, goede achtergrondmuziek (wij zaten in het tweede gedeelte op een tussenverdieping, aan te raden)"
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:1,,805,AMBIENCE#GENERAL,165,positive,interieur,174,"Het Parkrestaurant is zeker de moeite waard, wel eerder te beoordelen als een totaalconcept: zeer vriendelijke en persoonlijke ontvangst, mooi, gezellig en stijlvol interieur, warme sfeer, goede achtergrondmuziek (wij zaten in het tweede gedeelte op een tussenverdieping, aan te raden)"
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:1,,805,SERVICE#GENERAL,127,positive,ontvangst,136,"Het Parkrestaurant is zeker de moeite waard, wel eerder te beoordelen als een totaalconcept: zeer vriendelijke en persoonlijke ontvangst, mooi, gezellig en stijlvol interieur, warme sfeer, goede achtergrondmuziek (wij zaten in het tweede gedeelte op een tussenverdieping, aan te raden)"
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:1,,805,RESTAURANT#GENERAL,4,positive,parkrestaurant,18,"Het Parkrestaurant is zeker de moeite waard, wel eerder te beoordelen als een totaalconcept: zeer vriendelijke en persoonlijke ontvangst, mooi, gezellig en stijlvol interieur, warme sfeer, goede achtergrondmuziek (wij zaten in het tweede gedeelte op een tussenverdieping, aan te raden)"
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:2,,806,FOOD#QUALITY,3,neutral,keuken,9,"De keuken is op het niveau van de ""goede burgerkeuken"", verwacht geen topgastronomie."
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:3,,807,FOOD#QUALITY,3,positive,gerechten,12,De gerechten zijn heel lekker en de porties ruim er wordt met verse ingrediënten gewerkt.
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:3,,807,FOOD#STYLE_OPTIONS,36,positive,porties,43,De gerechten zijn heel lekker en de porties ruim er wordt met verse ingrediënten gewerkt.
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:4,,808,SERVICE#GENERAL,3,neutral,bediening,12,"De bediening is vriendelijk en attent (veel personeel aanwezig) maar mist wat ervaring en vlotheid, soms nogal onhandig."
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:5,,809,RESTAURANT#MISCELLANEOUS,37,neutral,sanitair,45,"Er is misschien 1 aandachtspunt: het sanitair is heel netjes en ruim, maar er is slechts 1 toilet voor dames en 1 voor heren."
u,u,u,Review-g188671-d694742_2,141,Review-g188671-d694742_2:6,,810,,,,,,Toch wat weinig voor een vrij groot restaurant.
u,u,u,Review-g188671-d694742_3,142,Review-g188671-d694742_3:1,,811,FOOD#QUALITY,5,positive,eten,9,goed eten de bediening is ook heel attent en weet waar ze over praten zoals de wijn en wat vooreten je op je bord krijgt
u,u,u,Review-g188671-d694742_3,142,Review-g188671-d694742_3:1,,811,SERVICE#GENERAL,13,positive,bediening,22,goed eten de bediening is ook heel attent en weet waar ze over praten zoals de wijn en wat vooreten je op je bord krijgt
u,u,u,Review-g188671-d694742_3,142,Review-g188671-d694742_3:2,,812,SERVICE#GENERAL,36,positive,chef,40,Ook de persoonlijke aandacht van de chef is heel leuk ik zou iedereen aanraden dit restaurant een keer te bezoeken wel reserveren via internet
u,u,u,Review-g188671-d694742_3,142,Review-g188671-d694742_3:2,,812,RESTAURANT#GENERAL,83,positive,restaurant,93,Ook de persoonlijke aandacht van de chef is heel leuk ik zou iedereen aanraden dit restaurant een keer te bezoeken wel reserveren via internet
u,u,u,Review-g188671-d694742_4,143,Review-g188671-d694742_4:1,,813,RESTAURANT#GENERAL,28,positive,park restaurant,43,We hebben vorig weekend bij Park Restaurant gegeten om de verjaardag van mijn vriend te vieren en het was een zeer geslaagde avond.
u,u,u,Review-g188671-d694742_4,143,Review-g188671-d694742_4:2,,814,SERVICE#GENERAL,0,positive,NULL,0,"Het menu was om van te smullen, de wijn paste uitstekend bij de gerechten, en we zijn zeer vriendelijk ontvangen."
u,u,u,Review-g188671-d694742_4,143,Review-g188671-d694742_4:2,,814,DRINKS#QUALITY,35,positive,wijn,39,"Het menu was om van te smullen, de wijn paste uitstekend bij de gerechten, en we zijn zeer vriendelijk ontvangen."
u,u,u,Review-g188671-d694742_4,143,Review-g188671-d694742_4:2,,814,FOOD#QUALITY,4,positive,menu,8,"Het menu was om van te smullen, de wijn paste uitstekend bij de gerechten, en we zijn zeer vriendelijk ontvangen."
u,u,u,Review-g188671-d694742_4,143,Review-g188671-d694742_4:3,,815,RESTAURANT#GENERAL,0,positive,NULL,0,Kortom: een aanrader voor een weekend in Brugge!
u,u,u,Review-g188671-d741857_1,144,Review-g188671-d741857_1:1,,816,RESTAURANT#PRICES,0,negative,NULL,0,"Onbeschofte bediening, zeer hoge prijzen, 51 euro voor 3 koffie, 3 ""appelgebak"" en 2 cola."
u,u,u,Review-g188671-d741857_1,144,Review-g188671-d741857_1:1,,816,SERVICE#GENERAL,12,negative,bediening,21,"Onbeschofte bediening, zeer hoge prijzen, 51 euro voor 3 koffie, 3 ""appelgebak"" en 2 cola."
u,u,u,Review-g188671-d741857_1,144,Review-g188671-d741857_1:2,,817,SERVICE#GENERAL,0,negative,NULL,0,En als klap op de vuurpijl een grote mond.....de klant moet niet zeuren maar moest een fooi geven.
u,u,u,Review-g188671-d741857_1,144,Review-g188671-d741857_1:3,,818,RESTAURANT#GENERAL,0,negative,NULL,0,"we hopen dat hieraan iets gedaan kan worden, want dit is een absoluut dieptepunt in zo'n mooie stad."
u,u,u,Review-g188671-d741857_3,145,Review-g188671-d741857_3:1,,819,SERVICE#GENERAL,0,negative,personeel,9,"Personeel kijkt je niet aan, kwakken je eten op je tafel en nemen niet eens de moeite om iets tegen je te zeggen."
u,u,u,Review-g188671-d741857_3,145,Review-g188671-d741857_3:2,,820,FOOD#QUALITY,10,negative,brood,15,Als je om brood vraag krijg je een stapel boterhammen uit een plastic zak.
u,u,u,Review-g188671-d741857_3,145,Review-g188671-d741857_3:3,,821,DRINKS#PRICES,16,negative,prijzen,23,En dat tegen de prijzen; 4 Euro 80 voor een pilsje en zes en halve Euro voor een glas witte huiswijn.
u,u,u,Review-g188671-d741857_3,145,Review-g188671-d741857_3:4,,822,RESTAURANT#GENERAL,0,negative,NULL,0,Nummer 1 Touristenval.
u,u,u,Review-g188671-d741857_3,145,Review-g188671-d741857_3:5,,823,RESTAURANT#GENERAL,11,negative,restaurant,21,Mijden dit restaurant.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:1,,824,,,,,,Op aanraden van een hotellier hebben wij dit restaurant bezocht.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:2,,825,FOOD#STYLE_OPTIONS,37,positive,kaart,42,Prima ambiance en een aantrekkelijke kaart.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:2,,825,AMBIENCE#GENERAL,6,positive,ambiance,14,Prima ambiance en een aantrekkelijke kaart.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:3,,826,,,,,,Alle leden van ons gezelschap vonden het een geslaagde avond.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:4,,827,SERVICE#GENERAL,3,positive,gastvrouw,12,De gastvrouw is bijzonder attent.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:5,,828,FOOD#QUALITY,186,negative,hertennootjes,199,Een aandachtspuntje wat mij betreft is het gebruik van kruiden; waar de soep naar mijn smaak juist een te uitgesproken pepersmaak had waardoor andere smaken worden overschaduwd waren de hertennootjes juist nogal 'laf' gekruid.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:5,,828,FOOD#QUALITY,72,negative,soep,76,Een aandachtspuntje wat mij betreft is het gebruik van kruiden; waar de soep naar mijn smaak juist een te uitgesproken pepersmaak had waardoor andere smaken worden overschaduwd waren de hertennootjes juist nogal 'laf' gekruid.
u,u,u,Review-g188671-d897856_1,146,Review-g188671-d897856_1:6,,829,FOOD#QUALITY,0,neutral,NULL,0,Gegeven het prijsniveau vind ik perfectie de norm en dat niveau is deze avond net niet gehaald.
u,u,u,Review-g188671-d897856_2,147,Review-g188671-d897856_2:1,,830,RESTAURANT#GENERAL,11,positive,restaurant,21,Dit kleine restaurant in een Brugs zijstraatje is een echte aanrader.
u,u,u,Review-g188671-d897856_2,147,Review-g188671-d897856_2:2,,831,AMBIENCE#GENERAL,0,positive,NULL,0,"Vanaf het binnenkomen voelde ik mij hier thuis, alles klopte."
u,u,u,Review-g188671-d897856_2,147,Review-g188671-d897856_2:3,,832,,,,,,We hadden gekozen voor het suggestiemenu met aangepaste wijnen.
u,u,u,Review-g188671-d897856_2,147,Review-g188671-d897856_2:4,,833,FOOD#QUALITY,10,positive,babykreeft met waterzooi,34,Vooral de babykreeft met waterzooi heeft me zeer aangenaam verrast.
u,u,u,Review-g188671-d897856_2,147,Review-g188671-d897856_2:5,,834,,,,,,Ik kan mij alleen maar aansluiten bij de andere lovende beoordelingen.
u,u,u,Review-g188671-d897856_3,148,Review-g188671-d897856_3:1,,835,,,,,,Tafelen met 7 man ter gelegenheid van oppensioenstelling.
u,u,u,Review-g188671-d897856_3,148,Review-g188671-d897856_3:2,,836,,,,,,"Diverse aperitieven, de maandmenu met aangepaste wijnen, dessert, koffie+pousse-café."
u,u,u,Review-g188671-d897856_3,148,Review-g188671-d897856_3:3,,837,RESTAURANT#GENERAL,0,positive,NULL,0,Een meevaller!
u,u,u,Review-g188671-d897856_4,149,Review-g188671-d897856_4:1,,838,,,,,,Dit restaurantje gelegen in hartje Brugge in het Amandstraatje bestaat reeds 27 jaar met dezelfde chef en z'n lieve echtgenote.
u,u,u,Review-g188671-d897856_4,149,Review-g188671-d897856_4:2,,839,FOOD#QUALITY,34,positive,keuken,40,"Eindelijk weer eens een klassieke keuken, vers en lekker zonder alteveel cinema!"
u,u,u,Review-g188671-d897856_4,149,Review-g188671-d897856_4:3,,840,RESTAURANT#GENERAL,0,positive,NULL,0,"Prijs kwaliteit uitstekend, we waren met 4 en genoten van de maandmenu."
u,u,u,Review-g188671-d897856_4,149,Review-g188671-d897856_4:3,,840,RESTAURANT#PRICES,0,positive,NULL,0,"Prijs kwaliteit uitstekend, we waren met 4 en genoten van de maandmenu."
u,u,u,Review-g188672-d1915624_1,150,Review-g188672-d1915624_1:1,,841,SERVICE#GENERAL,0,positive,NULL,0,Wij zijn hier zaterdagavond met een groep van 17 mensen geweest en werden supervriendelijk ontvangen!
u,u,u,Review-g188672-d1915624_1,150,Review-g188672-d1915624_1:2,,842,SERVICE#GENERAL,3,positive,bediening,12,De bediening was zeer vlot.
u,u,u,Review-g188672-d1915624_1,150,Review-g188672-d1915624_1:3,,843,,,,,,Zelfs met zo'n grote groep mocht iedereen gewoon kiezen van de kaart.
u,u,u,Review-g188672-d1915624_1,150,Review-g188672-d1915624_1:4,,844,,,,,,Ondanks het feit dat het oktober was hebben we nog buiten op het terras boven kunnen aperitieven en dan binnen eten.
