/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/#id,/Review/sentences/sentence/Opinions/Opinion/@category,/Review/sentences/sentence/Opinions/Opinion/@polarity,/Review/sentences/sentence/text
70,245,70:0,,1479,LAPTOP#USABILITY,positive,It is the easiest computer I have ever used
70,245,70:1,TRUE,1480,,,I have had some excellent computer and have found I had no idea what to do with them
70,245,70:2,TRUE,1481,,,"I saw this one, and I have the most difficult time trying to use them, they've made great dust collectors, I hate putting this computer down"
70,245,70:3,,1482,LAPTOP#GENERAL,positive,I LOVE IT!
70,245,70:4,,1483,LAPTOP#GENERAL,positive,I can't say enough good for it!
72,246,72:0,,1484,LAPTOP#GENERAL,positive,It's A MAC!!
72,246,72:1,,1485,LAPTOP#GENERAL,positive,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go."
72,246,72:2,,1486,LAPTOP#MISCELLANEOUS,positive,I like to use it at the race track to handiecap the horse races.
72,246,72:3,,1487,LAPTOP#QUALITY,positive,It's face and depanable.
72,246,72:4,,1488,LAPTOP#MISCELLANEOUS,positive,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....
72,246,72:5,,1489,LAPTOP#GENERAL,positive,it's just a great toy to have around.
73,247,73:0,,1490,LAPTOP#OPERATION_PERFORMANCE,negative,very very slow laptop.
73,247,73:1,,1491,LAPTOP#DESIGN_FEATURES,negative,tons of bloatware and junk programs.
73,247,73:1,,1491,SOFTWARE#GENERAL,negative,tons of bloatware and junk programs.
73,247,73:2,,1492,LAPTOP#USABILITY,negative,can't reinstall with standard os cd because of proprietary hardware drivers.
73,247,73:2,,1492,SOFTWARE#GENERAL,negative,can't reinstall with standard os cd because of proprietary hardware drivers.
73,247,73:3,,1493,KEYBOARD#DESIGN_FEATURES,negative,keys are all in weird places and is way too large for the way it is designed.
73,247,73:3,,1493,LAPTOP#DESIGN_FEATURES,negative,keys are all in weird places and is way too large for the way it is designed.
73,247,73:4,,1494,KEYBOARD#DESIGN_FEATURES,negative,lots of extra space but the keyboard is ridiculously small.
73,247,73:4,,1494,LAPTOP#DESIGN_FEATURES,neutral,lots of extra space but the keyboard is ridiculously small.
266,248,266:0,,1495,LAPTOP#GENERAL,positive,Amazing machine.
266,248,266:1,,1496,LAPTOP#DESIGN_FEATURES,neutral,"It is a big big, but since it has a 18.4"" screen what would you expect!"
266,248,266:2,,1497,LAPTOP#MISCELLANEOUS,positive,It is truly a Desktop Replacement.
266,248,266:3,,1498,LAPTOP#OPERATION_PERFORMANCE,positive,Very fast and efficient!
266,248,266:4,,1499,LAPTOP#MISCELLANEOUS,positive,Does a great job with video shot on a Canon 5D MKII.
266,248,266:5,,1500,LAPTOP#GENERAL,positive,Very happy with my 7th Toshiba laptop!
266,248,266:5,,1500,COMPANY#GENERAL,positive,Very happy with my 7th Toshiba laptop!
259,249,259:0,,1501,MOUSE#USABILITY,positive,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!"
259,249,259:1,TRUE,1502,,,"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC."
259,249,259:2,,1503,SOFTWARE#GENERAL,positive,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie."
259,249,259:2,,1503,LAPTOP#DESIGN_FEATURES,positive,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie."
259,249,259:3,,1504,LAPTOP#QUALITY,positive,I especially appreciate the fact that it has almost zero viruses and spyware problems!
259,249,259:4,,1505,DISPLAY#QUALITY,negative,"The only drawback for me is how dirty the screen gets, and rather quickly too."
259,249,259:5,,1506,,,I'm hoping that I can find a really quick way to clean it without it getting too gross.
259,249,259:6,,1507,LAPTOP#USABILITY,positive,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.
259,249,259:7,,1508,LAPTOP#OPERATION_PERFORMANCE,positive,Now I have the best of both worlds with all of the power and ease of the Mac!
259,249,259:7,,1508,LAPTOP#GENERAL,positive,Now I have the best of both worlds with all of the power and ease of the Mac!
259,249,259:7,,1508,LAPTOP#USABILITY,positive,Now I have the best of both worlds with all of the power and ease of the Mac!
259,249,259:8,,1509,LAPTOP#MISCELLANEOUS,positive,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!"
100,250,100:0,,1510,LAPTOP#GENERAL,negative,I never have had a good result with this computer.
100,250,100:1,,1511,LAPTOP#QUALITY,negative,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad."
100,250,100:2,,1512,SUPPORT#QUALITY,negative,"They told me it was my loss even though it was the computer, not  what I've done."
100,250,100:3,,1513,HARD_DISC#QUALITY,negative,"The hard drive crashed as well, and I had to buy a new  power cord."
100,250,100:3,,1513,POWER_SUPPLY#QUALITY,negative,"The hard drive crashed as well, and I had to buy a new  power cord."
100,250,100:4,,1514,SUPPORT#QUALITY,negative,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life."
100,250,100:5,,1515,COMPANY#GENERAL,negative,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth."
100,250,100:5,,1515,LAPTOP#GENERAL,negative,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth."
100,250,100:6,,1516,COMPANY#GENERAL,negative,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.
147,251,147:0,,1517,,,I just bought this laptop 3 days ago.
147,251,147:1,,1518,MULTIMEDIA_DEVICES#QUALITY,negative,The right speaker did not work.
147,251,147:1,,1518,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,The right speaker did not work.
147,251,147:2,,1519,,,I took it back to the store and exchanged it for another one.
147,251,147:3,,1520,MULTIMEDIA_DEVICES#QUALITY,negative,"Again, the same problem, the right speaker did not work."
147,251,147:3,,1520,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE,negative,"Again, the same problem, the right speaker did not work."
147,251,147:4,,1521,LAPTOP#GENERAL,negative,I returned the 2nd laptop for a full refund.
149,252,149:0,,1522,MOUSE#GENERAL,negative,the mouse pad and buttons are the worst i've ever seen.
149,252,149:1,,1523,MOUSE#OPERATION_PERFORMANCE,negative,sometimes you will be moving your finger and the pointer will not even move.
149,252,149:2,,1524,MOUSE#USABILITY,negative,the mouse buttons are hard to push.
149,252,149:3,,1525,COMPANY#GENERAL,negative,i cant believe HP put this out.
149,252,149:3,,1525,LAPTOP#GENERAL,negative,i cant believe HP put this out.
149,252,149:4,,1526,LAPTOP#GENERAL,negative,do not buy you will be disappointed.
149,252,149:5,,1527,LAPTOP#GENERAL,negative,i'm returning mine
150,253,150:0,,1528,LAPTOP#GENERAL,neutral,dell is a decently made pc.
150,253,150:1,TRUE,1529,,,although its windows vista compared to windows xp sucks.
150,253,150:2,,1530,GRAPHICS#GENERAL,negative,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
150,253,150:2,,1530,LAPTOP#DESIGN_FEATURES,negative,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
150,253,150:2,,1530,LAPTOP#USABILITY,negative,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.
150,253,150:3,,1531,LAPTOP#DESIGN_FEATURES,negative,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.
150,253,150:3,,1531,LAPTOP#USABILITY,negative,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.
150,253,150:4,,1532,LAPTOP#GENERAL,negative,so in a brief summary i would have to say that i would not recommend dell vostro 1000 to anyone due to it being a down right awful setup so in my opinion you should steer clear of them if you want a decent laptop.
275,254,275:0,,1533,COMPANY#GENERAL,positive,"I love HP,, it's the only computer/printer we will buy."
275,254,275:0,,1533,LAPTOP#GENERAL,positive,"I love HP,, it's the only computer/printer we will buy."
275,254,275:1,,1534,,,Got this for a graduation gift for my daughter for her to use at college.
275,254,275:2,,1535,LAPTOP#MISCELLANEOUS,positive,This is perfect for her field.
104,255,104:0,,1536,LAPTOP#GENERAL,positive,"At first when I got this product, I loved it."
104,255,104:1,,1537,LAPTOP#OPERATION_PERFORMANCE,positive,"The computer itself was fast, ran smoothly, and had no problems."
104,255,104:1,,1537,LAPTOP#GENERAL,positive,"The computer itself was fast, ran smoothly, and had no problems."
104,255,104:2,,1538,POWER_SUPPLY#QUALITY,negative,"Then, within 5 months, the charger crapped out on me."
104,255,104:3,,1539,SUPPORT#QUALITY,negative,"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty."
104,255,104:4,,1540,BATTERY#QUALITY,negative,"2 months later, the battery went."
104,255,104:5,,1541,BATTERY#OPERATION_PERFORMANCE,negative,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die."
104,255,104:5,,1541,SUPPORT#QUALITY,negative,"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die."
104,255,104:6,,1542,POWER_SUPPLY#MISCELLANEOUS,negative,"THEN, one month after the warranty expired, the replacement charger went."
104,255,104:7,,1543,LAPTOP#MISCELLANEOUS,negative,I had to pay $100 for a universal charger for this cheap $300 laptop.
104,255,104:8,,1544,LAPTOP#GENERAL,negative,Not worth it one bit.
104,255,104:9,,1545,LAPTOP#DESIGN_FEATURES,negative,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory."
104,255,104:9,,1545,LAPTOP#QUALITY,negative,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory."
104,255,104:9,,1545,SUPPORT#QUALITY,negative,"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory."
104,255,104:10,,1546,DISPLAY#QUALITY,negative,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use."
104,255,104:10,,1546,LAPTOP#PRICE,positive,"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use."
104,255,104:11,,1547,LAPTOP#QUALITY,negative,"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose."
104,255,104:12,,1548,LAPTOP#QUALITY,negative,And it is impossible to get them back in.
122,256,122:0,,1549,LAPTOP#DESIGN_FEATURES,positive,Strengths:Well-shaped
122,256,122:1,,1550,GRAPHICS#GENERAL,negative,Weaknesses:A bad videocard!
122,256,122:2,,1551,,,"Posted Nov 8, 2010 -"
122,256,122:3,,1552,,,Two weeks ago I bought this notebook.
122,256,122:4,,1553,,,What can I say.
122,256,122:5,,1554,,,The first programm I switched on was a game for my children.
122,256,122:6,,1555,DISPLAY#OPERATION_PERFORMANCE,negative,After 20-30 min the screen of the notebook switched off.
122,256,122:7,,1556,DISPLAY#OPERATION_PERFORMANCE,negative,"It was still working, but there was nothing on the screen."
122,256,122:8,,1557,GRAPHICS#GENERAL,negative,I was said it's videocard.
122,256,122:9,,1558,LAPTOP#GENERAL,negative,Very disappointed!
122,256,122:10,,1559,LAPTOP#QUALITY,negative,Didn't expect to repair it at once!
122,256,122:11,,1560,,,Going to bring it to service today.
122,256,122:12,,1561,LAPTOP#GENERAL,negative,Don't buy this model.
124,257,124:0,,1562,LAPTOP#GENERAL,negative,An absolutely hateful machine that no one should get of their own free will.
124,257,124:1,TRUE,1563,,,I just can't fathom that the celebrated Dell would last a week in environment of free competition with normal products - it only survives b/c its substandard laptops are forced onto captive students and employees through question-raising programs.
124,257,124:2,,1564,LAPTOP#DESIGN_FEATURES,negative,"Mine came at $1,700 w/o a DVD burner (!)."
124,257,124:2,,1564,LAPTOP#PRICE,negative,"Mine came at $1,700 w/o a DVD burner (!)."
124,257,124:3,,1565,,,Enough said.
124,257,124:4,,1566,DISPLAY#DESIGN_FEATURES,negative,"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk."
124,257,124:5,,1567,LAPTOP#DESIGN_FEATURES,positive,"The 4 USB ports are nice, but the two on the side only work now and then."
124,257,124:5,,1567,PORTS#QUALITY,negative,"The 4 USB ports are nice, but the two on the side only work now and then."
124,257,124:5,,1567,PORTS#OPERATION_PERFORMANCE,negative,"The 4 USB ports are nice, but the two on the side only work now and then."
124,257,124:6,,1568,KEYBOARD#DESIGN_FEATURES,negative,Keyboard could use some trimming.
124,257,124:7,,1569,KEYBOARD#GENERAL,negative,"Did I mention everything about it, from size to weight to keyboard screams BULK?"
124,257,124:7,,1569,LAPTOP#DESIGN_FEATURES,negative,"Did I mention everything about it, from size to weight to keyboard screams BULK?"
124,257,124:7,,1569,LAPTOP#GENERAL,negative,"Did I mention everything about it, from size to weight to keyboard screams BULK?"
263,258,263:0,,1570,LAPTOP#GENERAL,positive,I'm glad I made the choice to switch and buy this MAC.
263,258,263:1,,1571,LAPTOP#GENERAL,positive,The benefits were immediate!
263,258,263:2,,1572,GRAPHICS#GENERAL,positive,Awesome graphics!
263,258,263:3,TRUE,1573,,,Applications respond immediately (not like the tired MS applications).
263,258,263:4,TRUE,1574,,,"I can actually get work done with this MAC, and not fight with it like my tired old PC laptop."
263,258,263:5,,1575,POWER_SUPPLY#DESIGN_FEATURES,positive,The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!
263,258,263:6,TRUE,1576,,,"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!"
263,258,263:7,TRUE,1577,,,"After doing CAD work all day at work, using a higher end PC, I couldn't come home and settle for the use of a lower end computer."
263,258,263:8,,1578,LAPTOP#GENERAL,positive,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!
263,258,263:8,,1578,LAPTOP#USABILITY,negative,This laptop rocks (only wish it could run SolidWorks CAD - which Apple doesn't support)!
263,258,263:9,,1579,LAPTOP#GENERAL,positive,"I've saved a lot of time and headaches so far, using my new MacBook Pro."
263,258,263:10,TRUE,1580,,,"I am definitely sold, and not going back to PCs for home use!"
257,259,257:0,,1581,,,I previously owned an HP desktop and a Dell laptop.
257,259,257:1,TRUE,1582,,,Both computers started acting extremely slow within the first year of owning them.
257,259,257:2,,1583,LAPTOP#GENERAL,positive,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it."
257,259,257:2,,1583,LAPTOP#QUALITY,positive,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it."
257,259,257:2,,1583,LAPTOP#OPERATION_PERFORMANCE,positive,"I have never had any issues or problems with my MacBook Pro so far, and it is still as fast as it was when I first bought it."
257,259,257:3,,1584,KEYBOARD#DESIGN_FEATURES,positive,I especially like the backlit keyboard.
257,259,257:4,,1585,LAPTOP#USABILITY,positive,It makes doing schoolwork at night so much easier.
257,259,257:5,,1586,LAPTOP#DESIGN_FEATURES,positive,"It is also very lightweight, making transporting this computer very easy."
257,259,257:5,,1586,LAPTOP#PORTABILITY,positive,"It is also very lightweight, making transporting this computer very easy."
257,259,257:6,,1587,GRAPHICS#QUALITY,positive,The graphics on this computer are also stellar - very clear and vivid.
257,259,257:7,TRUE,1588,,,"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned."
257,259,257:8,,1589,SOFTWARE#GENERAL,positive,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike."
257,259,257:8,,1589,SOFTWARE#MISCELLANEOUS,positive,"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike."
257,259,257:9,,1590,SOFTWARE#OPERATION_PERFORMANCE,positive,The program came with the computer and works beautifully.
257,259,257:10,,1591,LAPTOP#GENERAL,positive,I definitely will buy a Mac again if and when this computer ever fails.
257,259,257:10,,1591,COMPANY#GENERAL,positive,I definitely will buy a Mac again if and when this computer ever fails.
102,260,102:0,,1592,LAPTOP#QUALITY,negative,My hp G60-244dx died after only 16 months.
102,260,102:1,,1593,LAPTOP#QUALITY,negative,It started out getting hot after only a few months.
102,260,102:2,,1594,,,I should have sent it back to them then.
102,260,102:3,,1595,LAPTOP#OPERATION_PERFORMANCE,negative,At 16 months it started shutting off after only 5 or 10 minutes.
102,260,102:4,,1596,LAPTOP#QUALITY,negative,I use a cooling pad but it doesn't help.
102,260,102:5,,1597,SUPPORT#PRICE,negative,I took it to the shop and they said It would cost too much to repair it.
102,260,102:6,,1598,,,I had a toshiba for 10 years.
102,260,102:7,TRUE,1599,,,I'll stick to Tashiba.
11,261,11:0,,1600,LAPTOP#GENERAL,positive,I will have to say that I love my MacBook Pro!
11,261,11:1,,1601,LAPTOP#OPERATION_PERFORMANCE,positive,It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.
11,261,11:2,TRUE,1602,,,I have used different laptops in the past and I have to rate this one way above the rest.
11,261,11:3,,1603,LAPTOP#GENERAL,positive,This is now my 3rd MacBook Pro and I really honestly love it!
11,261,11:4,TRUE,1604,,,"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!"
11,261,11:5,,1605,LAPTOP#QUALITY,positive,The MacBook Pro is very sturdy and versatile.
11,261,11:5,,1605,LAPTOP#USABILITY,positive,The MacBook Pro is very sturdy and versatile.
11,261,11:6,,1606,LAPTOP#GENERAL,positive,I love it!
11,261,11:7,,1607,LAPTOP#DESIGN_FEATURES,positive,"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!"
11,261,11:8,,1608,LAPTOP#GENERAL,positive,We are addicted to the Mac.
11,261,11:9,,1609,LAPTOP#GENERAL,positive,This is a great laptop and I would recommend it to anyone.
11,261,11:10,,1610,OS#USABILITY,positive,The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!
11,261,11:11,,1611,LAPTOP#DESIGN_FEATURES,positive,Great laptop that offers many great features!
11,261,11:11,,1611,LAPTOP#GENERAL,positive,Great laptop that offers many great features!
11,261,11:12,,1612,DISPLAY#GENERAL,positive,Lightweight and the screen is beautiful!
11,261,11:12,,1612,LAPTOP#DESIGN_FEATURES,positive,Lightweight and the screen is beautiful!
13,262,13:0,TRUE,1613,,,I have had my new Macbook Pro i5 for a couple of days and have recycled ALL of my old PC laptops.
13,262,13:1,,1614,LAPTOP#USABILITY,positive,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
13,262,13:1,,1614,LAPTOP#GENERAL,positive,It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.
13,262,13:2,TRUE,1615,,,"Before i bought my new i5, I did my research for about 2 weeks and determined to move for HP to Apple for reliability, dependable, and long lasting operations."
13,262,13:3,,1616,LAPTOP#GENERAL,positive,"Buy it, love it, and I promise you won't regret it."
148,263,148:0,,1617,LAPTOP#QUALITY,negative,This computer is good for 10 days then it sucks for the rest of your life.
148,263,148:1,TRUE,1618,,,"Don't waste their money, save it and but a mac."
148,263,148:2,,1619,COMPANY#GENERAL,negative,You will regret it if you buy any dell.
148,263,148:3,,1620,COMPANY#GENERAL,negative,Dell sucks
154,264,154:0,,1621,LAPTOP#GENERAL,negative,The only pro to this computer is it was under $600!
154,264,154:0,,1621,LAPTOP#PRICE,positive,The only pro to this computer is it was under $600!
154,264,154:1,,1622,LAPTOP#QUALITY,negative,Everything is falling apart internally and externally.
154,264,154:2,,1623,,,"I am not much of a computer techie, so I can understand some of the internal problems, though I do have trend micro as an antiviral program."
154,264,154:3,,1624,LAPTOP#QUALITY,negative,With in weeks of purchasing my computer is began to slow down.
154,264,154:3,,1624,LAPTOP#OPERATION_PERFORMANCE,negative,With in weeks of purchasing my computer is began to slow down.
154,264,154:4,,1625,LAPTOP#USABILITY,negative,"I am constantly trying to uninstall programs, clean cookies, and delete unused files."
154,264,154:5,,1626,LAPTOP#OPERATION_PERFORMANCE,negative,Nightly my computer defrags itself and runs a virus scan.
154,264,154:6,,1627,LAPTOP#OPERATION_PERFORMANCE,negative,"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed."
154,264,154:7,,1628,LAPTOP#OPERATION_PERFORMANCE,negative,"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works."
154,264,154:8,,1629,OS#GENERAL,negative,"I have Vista, so I am unable to install and uninstall  some programs."
154,264,154:8,,1629,LAPTOP#USABILITY,negative,"I have Vista, so I am unable to install and uninstall  some programs."
154,264,154:9,,1630,LAPTOP#USABILITY,negative,I can't even install one of the 3 printers I have in my house so I am unable to print.
154,264,154:9,,1630,LAPTOP#CONNECTIVITY,negative,I can't even install one of the 3 printers I have in my house so I am unable to print.
154,264,154:10,,1631,KEYBOARD#QUALITY,negative,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
154,264,154:10,,1631,MOUSE#QUALITY,negative,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
154,264,154:10,,1631,DISPLAY#QUALITY,negative,"Externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare."
154,264,154:11,,1632,COMPANY#GENERAL,negative,In short I would never buy a Compaq again.
154,264,154:12,TRUE,1633,,,"My last computer, a Toshiba, cost only $400, and worked like a charm for many years."
183,265,183:0,,1634,LAPTOP#GENERAL,positive,I bought this laptop on Saturday and am completely in love with it!
183,265,183:1,,1635,LAPTOP#USABILITY,positive,It was super easy to set up and Is really easy to get used to.
183,265,183:2,,1636,LAPTOP#USABILITY,positive,The online tutorial videos make it super easy to learn if you have always used a PC.
183,265,183:3,,1637,,,I now travel with this laptop and my work PC.
183,265,183:4,TRUE,1638,,,I love the Mac so much better than my work PC!
183,265,183:5,TRUE,1639,,,I will never go back to Windows!
195,266,195:0,TRUE,1640,,,"Never any doubt I would get a MacBook, just wasn't sure which one."
195,266,195:1,TRUE,1641,,,"After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook."
195,266,195:2,,1642,LAPTOP#OPERATION_PERFORMANCE,positive,The performance is awesome.
195,266,195:3,,1643,LAPTOP#GENERAL,positive,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.
195,266,195:3,,1643,LAPTOP#PRICE,positive,I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.
22,267,22:0,,1644,LAPTOP#DESIGN_FEATURES,positive,"With all the goodies inside this machine, it is a value."
22,267,22:0,,1644,LAPTOP#GENERAL,positive,"With all the goodies inside this machine, it is a value."
22,267,22:1,,1645,LAPTOP#QUALITY,positive,It is very well built.
22,267,22:2,,1646,KEYBOARD#QUALITY,positive,The keyboard is top notch.
22,267,22:3,,1647,MOUSE#GENERAL,positive,The touch pad is among the best.
22,267,22:4,,1648,DISPLAY#DESIGN_FEATURES,negative,"The screen is huge and coloful, but no LED backlighting."
22,267,22:4,,1648,DISPLAY#DESIGN_FEATURES,positive,"The screen is huge and coloful, but no LED backlighting."
22,267,22:5,,1649,GRAPHICS#MISCELLANEOUS,positive,"The video card is great for media, and above average for gaming, but not a gamers first choice."
22,267,22:5,,1649,GRAPHICS#MISCELLANEOUS,negative,"The video card is great for media, and above average for gaming, but not a gamers first choice."
22,267,22:6,,1650,LAPTOP#GENERAL,negative,The problem I had with this unit was unresolvable.
22,267,22:7,,1651,FANS_COOLING#QUALITY,negative,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error."
22,267,22:7,,1651,FANS_COOLING#OPERATION_PERFORMANCE,negative,"It had a cooling system malfunction after 10 minutes of general use, and would not move past this error."
22,267,22:8,,1652,,,"I realize that not every unit has this issue, but the ones that do cannot be repaired."
22,267,22:9,,1653,GRAPHICS#GENERAL,neutral,"I acually believe the issue is with the Nvidia grafics card, but still requires a return."
22,267,22:9,,1653,LAPTOP#GENERAL,negative,"I acually believe the issue is with the Nvidia grafics card, but still requires a return."
22,267,22:10,TRUE,1654,,,"Instead of taking another chance on Toshiba, I went with an Asus G73JH-x3."
22,267,22:11,TRUE,1655,,,"They offer the best warranty in the business, and don't 3rd party it out like Toshiba."
22,267,22:12,TRUE,1656,,,"For the same price, you get a lot more in the Asus....1920x1080 res./ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen..."
22,267,22:13,,1657,COMPANY#GENERAL,negative,"Sorry Toshiba, but 1st impressions do count for something."
164,268,164:0,,1658,LAPTOP#GENERAL,positive,I got the black MacBook two years ago and have never regretted it.
164,268,164:1,TRUE,1659,,,It was a hard decision for me since the MacBook Pro looked so appealing.
164,268,164:2,,1660,,,"But to be honest, I don't use my computer for anything like graphics editing and complex data analysis and gaming."
164,268,164:3,,1661,LAPTOP#GENERAL,positive,So this was great for me.
164,268,164:4,,1662,LAPTOP#OPERATION_PERFORMANCE,positive,It has just enough RAM to run smoothly and enough memory to satisfy my needs.
164,268,164:4,,1662,MEMORY#DESIGN_FEATURES,positive,It has just enough RAM to run smoothly and enough memory to satisfy my needs.
164,268,164:5,,1663,LAPTOP#DESIGN_FEATURES,positive,Plus it is small and reasonably light so I can take it with me to and from work.
164,268,164:5,,1663,LAPTOP#PORTABILITY,positive,Plus it is small and reasonably light so I can take it with me to and from work.
164,268,164:6,,1664,LAPTOP#PORTABILITY,positive,I also travel with it and it never gives me any problems.
164,268,164:6,,1664,LAPTOP#GENERAL,positive,I also travel with it and it never gives me any problems.
164,268,164:7,TRUE,1665,,,It was also cheaper than the Pro which made it even more appealing to me.
164,268,164:8,TRUE,1666,,,"Sadly Apple has discontinued this MacBook, I think it was never super popular since it fell somewhere in between the cheapest white model and the smaller Pros."
164,268,164:9,,1667,LAPTOP#GENERAL,positive,But I am glad to have gotten mine right before they stopped making it.
164,268,164:10,,1668,LAPTOP#QUALITY,positive,"I look forward to years of use, it has held up well over the years and it fits my needs very well."
164,268,164:10,,1668,LAPTOP#GENERAL,positive,"I look forward to years of use, it has held up well over the years and it fits my needs very well."
367,269,367:0,,1669,,,I bought this laptop about a month ago to replace my compaq laptop.
367,269,367:1,TRUE,1670,,,I paid about the same for my Toshiba as I did for the compaq a few years back.
367,269,367:2,,1671,MEMORY#DESIGN_FEATURES,positive,The difference is the Toshiba had a lot more memory and hard drive space.
367,269,367:2,,1671,HARD_DISC#DESIGN_FEATURES,positive,The difference is the Toshiba had a lot more memory and hard drive space.
367,269,367:3,,1672,LAPTOP#GENERAL,positive,It's super fast and a great value for the price!
367,269,367:3,,1672,LAPTOP#OPERATION_PERFORMANCE,positive,It's super fast and a great value for the price!
367,269,367:3,,1672,LAPTOP#PRICE,neutral,It's super fast and a great value for the price!
367,269,367:4,,1673,LAPTOP#GENERAL,positive,I would definitely recommend checking out this laptop if you are in the market for one.
105,270,105:0,TRUE,1674,,,"no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard."
105,270,105:1,,1675,,,Bought this gateway M-50 or 150 early 2007.
105,270,105:2,,1676,OS#QUALITY,negative,"A MONTH LATER, we reinstall the OS (Vista)."
105,270,105:3,,1677,HARD_DISC#QUALITY,negative,"A coupla months later, they change my hard drive."
105,270,105:4,,1678,MOTHERBOARD#QUALITY,negative,"A month or so ago, the freaking motherboard just died."
105,270,105:5,,1679,MOTHERBOARD#QUALITY,negative,Went silently.
105,270,105:6,,1680,LAPTOP#OPERATION_PERFORMANCE,negative,"One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does."
105,270,105:7,,1681,MOTHERBOARD#QUALITY,negative,THE MOTHERBOARD IS DEAD !
105,270,105:8,,1682,LAPTOP#QUALITY,negative,"And I'm still paying the bloody financing, for a product which didn't last me at least three years !"
128,271,128:0,,1683,LAPTOP#GENERAL,positive,"I initially purchased my Macbook Pro 13"" in April, and I loved it."
128,271,128:1,,1684,,,I had never owned a Mac before;
