/Reviews,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/text
3385,183,,,3385:10,Будет выполнен первоначальный заказ.
3385,183,,,3385:11,В тот день мне ни чем нельзя было испортить настроение.
3385,183,,,3385:12,"Через 15 минут, на столах появился наш заказ."
3385,183,,,3385:13,"Тогда уже было все равно, главное накормить гостей, ну и себя)"
3385,183,,,3385:14,Торт.
3385,183,,,3385:15,"заказанный заранее (наполеон) не оправдал моих ожиданий, ну что ж на вкус и цвет товарища нет."
3385,183,,,3385:16,"Что касается интерьера, то он очень подходит для торжеств, удалось поработать с фотографом в интерьерах зала VIP."
3385,183,,,3385:17,"Рекомендую, но. видимо, ВСЮ кухню надо заказывать заранее. а лучше еще и попробовать!"
33082,184,SERVICE#GENERAL,positive,,
33082,184,AMBIENCE#GENERAL,positive,,
33082,184,FOOD#QUALITY,positive,,
33082,184,RESTAURANT#GENERAL,positive,,
33082,184,,,33082:0,У нас была свадьба в этом ресторане.
33082,184,,,33082:1,Все было просто великолепно!
33082,184,,,33082:2,"Все остались довольны и кухней, и интерьером и обслуживанием."
33082,184,,,33082:3,Большое спасибо администрации и персоналу ресторана!
33082,184,,,33082:4,Всегда шли навстречу нашим пожеланиям и все сделали на высшем уровне.
33082,184,,,33082:5,"Банкетное меню было за 4 т.р. - очень много еды на человека получилось и еда (во всяком случае, горячие закуски и вторые блюда) была очень хорошей."
36512,185,RESTAURANT#GENERAL,positive,,
36512,185,SERVICE#GENERAL,positive,,
36512,185,AMBIENCE#GENERAL,positive,,
36512,185,FOOD#QUALITY,positive,,
36512,185,FOOD#STYLE_OPTIONS,positive,,
36512,185,,,36512:0,Отмечали свадьбу 15 марта.
36512,185,,,36512:1,Ах-Ах!!!
36512,185,,,36512:2,Замечательный ресторан!!!
36512,185,,,36512:3,Осталось очень приятное впечатление!!!
36512,185,,,36512:4,"Идеальное место для деловых встреч и отдыха в компании друзей, а так же для проведения свадебных мероприятий!!!"
36512,185,,,36512:5,У ресторана есть своя атмосфера…спокойная и очень очень уютная!
36512,185,,,36512:6,"Красивый интерьер, удобные мягкие кресла и диванчики, спокойная приятная музыка!"
36512,185,,,36512:7,Отличное меню и очень вкусные блюда!
36512,185,,,36512:8,Внимательный приветливый персонал!
36512,185,,,36512:9,"Хотим сказать огромное спасибо персоналу за внимательное отношение к нам и нашим гостям, а так же за красиво декорированные и украшенные свадебный зал и столы!!!"
36512,185,,,36512:10,Огромное спасибо шефу и всем поварам за такие вкусные и красиво оформленные блюда на банкете!!!
36512,185,,,36512:11,Отдельную огромную благодарность мы хотим выразить управляющей рестораном Ольге за ее большую проделанную работу!!!
36512,185,,,36512:12,"Она очень помогла в выборе меню, в декорировании свадебного зала, прекрасно организовала наше мероприятие!!!"
36512,185,,,36512:13,Настоящий профессионал и очень доброжелательный и внимательный человек!!!
36512,185,,,36512:14,Будем обязательно заезжать в этот ресторан покушать и отметить праздники!
36512,185,,,36512:15,P.
36512,185,,,36512:16,S.
36512,185,,,36512:17,Ресторан находится на территории гостиницы Sokos Hotel Vasilievsky.
36512,185,,,36512:18,Прекрасная гостиница для медового месяца с уютными и очень стильными номерами!!!
2364,186,SERVICE#GENERAL,positive,,
2364,186,AMBIENCE#GENERAL,positive,,
2364,186,FOOD#QUALITY,positive,,
2364,186,RESTAURANT#GENERAL,positive,,
2364,186,,,2364:0,"Вчера ходили на свадьбу к подруге, отмечали в ресторане ""Долина""."
2364,186,,,2364:1,Вечер вообще был супер!!
2364,186,,,2364:2,Очень красиво и оформлены столы были.
2364,186,,,2364:3,"И кухня вкусная, а интерьер..."
2364,186,,,2364:4,"Очень уютно и красиво, и не обычно."
2364,186,,,2364:5,"Атмосфера была отличная, здорово повеселились!!"
2364,186,,,2364:6,"И обслуживание официантов понравилось, т. к. они не навязчивы и не заметны, но не смотря на это бокалы всегда были полны, посуда убрана вовремя."
2364,186,,,2364:7,Молодцы ребята. :)
2364,186,,,2364:8,"В общем, мне там очень понравилось, с удовольствием еще туда схожу провести вечер."
2364,186,,,2364:9,Заведение отличное!!
2364,186,,,2364:10,Даже не поленилась зайти на сайт и оставить свой отзыв. ))
33598,187,SERVICE#GENERAL,positive,,
33598,187,AMBIENCE#GENERAL,positive,,
33598,187,FOOD#QUALITY,positive,,
33598,187,RESTAURANT#GENERAL,positive,,
33598,187,,,33598:0,Уже во второй раз отмечали день рождения в Палкине.
33598,187,,,33598:1,"Без предварительной резервации столика (думали, что свободный столик обязательно будет)."
33598,187,,,33598:2,"Поднялись в ресторан, свободные столики были, но их было мало."
33598,187,,,33598:3,"Встретили радушно, большой букет поставили в большую вазу."
33598,187,,,33598:4,Помогли сесть за стол.
33598,187,,,33598:5,"Предложили хлеб на выбор ( в дальнейшем за вечер неоднократно подходил молодой человек и предлагал хлеб ""какой желаете"") и три вида масла."
33598,187,,,33598:6,"Вечер в ресторане Палкин прошел в изысканной обстановке, созданной вежливым и внимательным персоналом."
33598,187,,,33598:7,"Обслуживали аккуратно и незаметно, хотя гостей как наших так и иностранцев было много."
33598,187,,,33598:8,Блюда за наш стол подавались гостям одновременно.
33598,187,,,33598:9,"Комплименты от шеф-повара, салаты, закуски, горячие блюда оригинальны и великолепны."
33598,187,,,33598:10,"А какое шоу нам показали двое молодых людей, занятых приготовлением заказанного десерта, прямо в зале перед нашим столиком."
33598,187,,,33598:11,Большое спасибо персоналу ресторана за прекрасный вечер.
20021,188,AMBIENCE#GENERAL,conflict,,
20021,188,SERVICE#GENERAL,conflict,,
20021,188,RESTAURANT#GENERAL,positive,,
20021,188,FOOD#STYLE_OPTIONS,conflict,,
20021,188,RESTAURANT#PRICES,negative,,
20021,188,DRINKS#STYLE_OPTIONS,positive,,
20021,188,,,20021:0,"Нет, на аватаре не фото бармена)) итак, попросили поподробнее.."
20021,188,,,20021:1,"Постараюсь) с улицы его почти не видно, и вывеска не очень располагает зайти внутрь... так бы не зашла, честно."
20021,188,,,20021:2,"Но друзья позвали. и я не пожалела! внутри очень здорово!мест мало, даже не знаю, плюс это или минус.буквально 5-6 столиков, ну и барная стойка) очень уютно) самый классный- столик в конце зала, в уголке, с диваном и подушками)"
20021,188,,,20021:3,"интерьер мне понравился. в светлых тонах, висят картины, занавесочки из то ли бисера, то ли ещё чего)"
20021,188,,,20021:4,Меню.
20021,188,,,20021:5,барная карта хорошая. есть из чего выбрать. правда цены на кальян мне завышенными показались..
20021,188,,,20021:6,"Выбор еды небольшой. заказывала тарелку фруктов и салат ( честно, не помню название). всё как на картинке-красииво)). но опять же, вот и минус маленького помещения."
20021,188,,,20021:7,"еду ждать минут 15, не меньше. и так как бармен один-то и напитки тоже приносят по мере приготовления каждому.. а вот и плюс бара)"
20021,188,,,20021:8,"Сервис! точнее отношение бармена к посетителям. каждого встретит, проводит) здорово) вообщем!"
20021,188,,,20021:9,"место отличное! посидеть с друзьями вечером самое то! да и просто придти,хоть одной/одному, тоже нормально! садишься за барную стойку и ведёшь душевные разговоры с приветливым барменом)"
33665,189,RESTAURANT#GENERAL,positive,,
33665,189,SERVICE#GENERAL,positive,,
33665,189,AMBIENCE#GENERAL,positive,,
33665,189,FOOD#QUALITY,positive,,
33665,189,FOOD#STYLE_OPTIONS,positive,,
33665,189,,,33665:0,Хочу выразить огромную благодарность ресторану Браво-Лаудес и отдельное спасибо ее владельцу Майклу!!!!!
33665,189,,,33665:1,"Наша свадьба проходила 24.08.13,ресторан нам посоветовали друзья."
33665,189,,,33665:2,"Когда мы пришли туда первый раз мы сразу же почувствовали,что это именно то место где должна пройти наша свадьба."
33665,189,,,33665:3,"Майкл,все подробно нам рассказал,помог определиться со всем."
33665,189,,,33665:4,"Мы отмечали в большом зале,он был украшен просто шикарно фонтаны из шариков,с потолка свисали сердца,все было в красных тонах,а про наше место я уже молчу,подсветка,шикарные цветы на столе,вообще все украшение было шикарным,каждый стульчик был украшен."
33665,189,,,33665:5,"Каравай и торт мы заказали там же,нам все привезли."
33665,189,,,33665:6,Гостям был заказан фуршет.
33665,189,,,33665:7,"Что касается меню,мы заказывали по 2150 на человека,еды было такое огромное количество,что мы еще три дня ели."
33665,189,,,33665:8,"Наши гости до сих пор вспоминают,что такой вкуснятины они еще не разу в жизни не ели,при чем даже по прошествии двух дней салаты оставались свежими!!!!!"
33665,189,,,33665:9,А как они украшены нет слов!!!!
33665,189,,,33665:10,Персонал отличный!!!!!
33665,189,,,33665:11,"Все делали не заметно,создавалось такое впечатление ,что их вообще нет."
33665,189,,,33665:12,"Вообщем ресторан шикарный,если вы захотите отмечать свою свадьбу,то советую именно Браво-Лаудес!!!!!"
33665,189,,,33665:13,Вы не пожалеете!!!
19265,190,AMBIENCE#GENERAL,positive,,
19265,190,SERVICE#GENERAL,positive,,
19265,190,RESTAURANT#GENERAL,positive,,
19265,190,RESTAURANT#MISCELLANEOUS,negative,,
19265,190,FOOD#QUALITY,positive,,
19265,190,FOOD#STYLE_OPTIONS,positive,,
19265,190,,,19265:0,"Примерно месяц назад посетили это заведение, т. к. многие рекомендовали его, как замечательное место."
19265,190,,,19265:1,"Да, действительно, место очень хорошее, приятное."
19265,190,,,19265:2,"Как и большинству знакомых, посетивших данное место, понравился интерьер, очень располагает к дружескому, теплому общению."
19265,190,,,19265:3,"Персонал приветливый, отзывчивый."
19265,190,,,19265:4,Еда на уровне и что порадовало--порции большие))
19265,190,,,19265:5,"Если говорить о минусах этого ресторана, очень людно и если хотите туда попасть вечером, то обязательно заказывайте стол заранее."
18756,191,SERVICE#GENERAL,neutral,,
18756,191,DRINKS#QUALITY,negative,,
18756,191,FOOD#QUALITY,positive,,
18756,191,RESTAURANT#GENERAL,conflict,,
18756,191,FOOD#STYLE_OPTIONS,positive,,
18756,191,DRINKS#PRICES,negative,,
18756,191,,,18756:0,Здрасвуйте.
18756,191,,,18756:1,"Я был в этом БАРЕ 28.10.09, могу сказать что обслуживание ни чем особенным не выделяеться, пиво стоит достаточно дорого да потом пиво ""Береста светлое "" 220р мне не очень понравилось, но вот закуски к пиву мне очень понравились и надо отметить что их большой выбор с преобладанием мясных, что для меня лично очень важно."
18756,191,,,18756:2,"Этот бар подходит тем кто хочет посмотреть футбол, попить пива именно пива потому, что для распития других напитков я бы это место не рекомендовал потому, что алкоголь здесь стоит дороже чем в некоторых ресторанах в которых вы найдёте более лучшее качество обслуживания, живую музыку, и больший набор блюд которые подходят к распитию крепких спиртных напитков, очень подходит тем кто хочет просто пообщаться в спокойно обстановке."
23878,192,AMBIENCE#GENERAL,positive,,
23878,192,DRINKS#QUALITY,neutral,,
23878,192,FOOD#QUALITY,neutral,,
23878,192,RESTAURANT#GENERAL,positive,,
23878,192,FOOD#STYLE_OPTIONS,positive,,
23878,192,RESTAURANT#PRICES,positive,,
23878,192,,,23878:0,Я была здесь с подругой пока один раз.
23878,192,,,23878:1,"Пришли вечером, чтобы послушать живую музыку, отдохнуть и пообщаться."
23878,192,,,23878:2,Заказали столик заранее.
23878,192,,,23878:3,Остались всем довольны.
23878,192,,,23878:4,"На первом этаже кафешка, а на втором этаже 3 зала."
23878,192,,,23878:5,"На счет еды не могу сказать точно…За один раз оценить всё невозможно, но то, что заказали, соответствовало своим вкусовым качествам и моему вкусу(заказали роллы Филадельфия, греческий салат и пиво)."
23878,192,,,23878:6,"Меню разнообразное, цены адекватные."
23878,192,,,23878:7,Понравился интерьер.
23878,192,,,23878:8,Столики есть на любой вкус и с диванами и у окна и напротив сцены.
23878,192,,,23878:9,"Очень хорошая музыка, в тот вечер выступали Egeiro Project (отдельное им спасибо)."
23878,192,,,23878:10,P.
23878,192,,,23878:11,S.
23878,192,,,23878:12,Уютное место для вечернего отдыха.
23878,192,,,23878:13,Обязательно придём ещё. />
36321,193,SERVICE#GENERAL,positive,,
36321,193,FOOD#QUALITY,positive,,
36321,193,AMBIENCE#GENERAL,positive,,
36321,193,RESTAURANT#GENERAL,positive,,
36321,193,FOOD#STYLE_OPTIONS,conflict,,
36321,193,,,36321:0,Праздновали 50-летие.
36321,193,,,36321:1,Два дня подряд.
36321,193,,,36321:2,Очень понравилось.
36321,193,,,36321:3,"Обстановка располагает к душевному застолью с тостами, речами и беседам (помещение маленькое, уютное и не шумное)."
36321,193,,,36321:4,Резервировать всё помещение не было необходимости из-за небольшого количества посетителей.
36321,193,,,36321:5,"Интерьер удивляет и радует глаз, даёт возможность насладиться живописью петербургских художников."
36321,193,,,36321:6,"Кухня: банкетное меню 1800 рубчел вполне устроило своим разнообразием, вкусом и количеством."
36321,193,,,36321:7,"Плюс порадовала возможность принести собственный алкоголь и сладкое, хотя, как выяснилось позже, шеф-повар выпекает очень вкусные торты, о которых мы, к сожалению, не знали заранее."
36321,193,,,36321:8,"Насторожило отсутствие большого выбора горячего (красная рыба или говядина), однако большие порции и изысканность вкуса приятно впечатлили."
36321,193,,,36321:9,Компанию в 14-20 человек обслуживали два официанта.
36321,193,,,36321:10,"Обслуживание на высоком уровне (тихо, незаметно, деликатно)."
36321,193,,,36321:11,"В конце вечера были упакованы и отданы излишки еды, алкоголя и сока."
36321,193,,,36321:12,При желании есть место для танцев.
36321,193,,,36321:13,Официанты любезно разрешают поставить любую музыку.
36321,193,,,36321:14,Долго искали хорошее место и не прогадали.
32584,194,FOOD#PRICES,positive,,
32584,194,DRINKS#PRICES,positive,,
32584,194,AMBIENCE#GENERAL,positive,,
32584,194,RESTAURANT#GENERAL,positive,,
32584,194,SERVICE#GENERAL,positive,,
32584,194,,,32584:0,"Доброе утро! вчера были в ресторане, правда на Академической!"
32584,194,,,32584:1,Очень хочется написать благодарность!
32584,194,,,32584:2,"Всем советую! мы бронировали стол заранее, причем хотели конкретный."
32584,194,,,32584:3,"Никаких проблем не возникло, пришли за 10 минут до назначенного времени, стол был готов."
32584,194,,,32584:4,"Девушка администратор - очень вежливая, улыбчивая, проводила, сразу принесла меню."
32584,194,,,32584:5,Не прошло и минуты как появился официант.
32584,194,,,32584:6,"К моему большому сожалению, не помню имени!"
32584,194,,,32584:7,Но от меня ему огромное спасибо!
32584,194,,,32584:8,"Ненавязчивый, всегда в поле зрения, угадывает жедания, с юмором."
32584,194,,,32584:9,"Еду принесли очень быстро, на любой вопрос по меню, официант отвечает не задумываясь, очень профессионально отработал."
32584,194,,,32584:10,"В ресторане было очень много посетителей, но при этом ты людей за соседними столами практически не слышишь."
32584,194,,,32584:11,"Планировка ресторана продумана отлично, музыка очень приятная и приглушенная."
32584,194,,,32584:12,Мы были в полном восторге.
32584,194,,,32584:13,Три часа пролетели на одном дыхании.
32584,194,,,32584:14,"Всем рекомендую сходить, но столик лучше забронировать, особенно на вечер!"
32584,194,,,32584:15,Цены вполне приемлемые: за большую пиццу и 6 коктейлей мы заплатили 2200
23369,195,AMBIENCE#GENERAL,positive,,
23369,195,SERVICE#GENERAL,positive,,
23369,195,RESTAURANT#GENERAL,positive,,
23369,195,FOOD#QUALITY,conflict,,
23369,195,FOOD#STYLE_OPTIONS,conflict,,
23369,195,DRINKS#PRICES,negative,,
23369,195,,,23369:0,Сегодня с мужем побывали в этом ресторанчике.
23369,195,,,23369:1,Слышали много лестного - вот и решили сами убедиться .
23369,195,,,23369:2,Впечатления остались очень дажи хорошие.
23369,195,,,23369:3,"Встретили нас радушно,показали залы,в итоге мы выбрали столик на веранде."
23369,195,,,23369:4,"Народу было немного, обстановка очень уютная и располагающая к долгим посиделкам."
23369,195,,,23369:5,"Интерьер достаточно простой,но в грузинском стиле,играет приятная музыка."
23369,195,,,23369:6,В общем уходить быстро не хочется...
23369,195,,,23369:7,"Очень повезло с официантом,который очень любезно и оперативно нас обслуживал."
23369,195,,,23369:8,"Видя некоторые наши затруднения,очень подробно нам рассказал о блюдах,дал свои рекомендации относительно выбора блюд."
23369,195,,,23369:9,"Заказ был выполнен очень быстро,ждали не больше 15 минут."
23369,195,,,23369:10,"Что можно сказать о кухне...горячее очень порадовало,особенно вкусно приготовлено мясо-нежное сочное,вкучно приготовлены овощи."
23369,195,,,23369:11,"Шашлыка из лосося в порции было явно маловато,и практически отсутствовали овощи."
23369,195,,,23369:12,Особо не наешься.
23369,195,,,23369:13,Салат оказался приправлен слишком острым соусом.
23369,195,,,23369:14,"Вино оказалось очень дорогим,поэтому пришлось обойтись пивом и довольно вкусным домашним морсом."
23369,195,,,23369:15,"Выбор блюд достаточно широкий,поэтому думаю,что следующий раз мы попробуем что-нибудь еще."
16714,196,FOOD#QUALITY,positive,,
16714,196,RESTAURANT#GENERAL,positive,,
16714,196,SERVICE#GENERAL,positive,,
16714,196,,,16714:0,"Были в пятницу (19.03.10), заказывали столик для родительского праздника на воскресенье, заодно и попробовали немного кухню сами."
16714,196,,,16714:1,"Взяли шашлык по азейрбаджански (из баранины), хачипури Имеритенское, салат Байрам и овощи на гриле."
16714,196,,,16714:2,"Хачипури немного подкачало, показалось что маловато сыра, хотя наверное на любителя."
16714,196,,,16714:3,"Салат сочный и вкусный, баранина и овощи очень достойные."
16714,196,,,16714:4,Сервис оставляет приятное впечатление.
16714,196,,,16714:5,"Официант ненавязчивы, но учтивый...очень хорошее сочетание."
16714,196,,,16714:6,"Интерьер к сожалению не оценил...на уровне, но не более, хотя может быть для приятного обеда более и не надо."
16714,196,,,16714:7,Родители остались очень довольны.
16714,196,,,16714:8,"Особенно хочется выразить признательность администратору, работавшему в эти дни (к сожалению не запомнил имя девушки)."
16714,196,,,16714:9,"Очень хотелось, чтобы родителям понравилось, и сервис оказался выше всяких похвал."
13623,197,SERVICE#GENERAL,positive,,
13623,197,DRINKS#QUALITY,positive,,
13623,197,FOOD#QUALITY,positive,,
13623,197,RESTAURANT#MISCELLANEOUS,positive,,
13623,197,RESTAURANT#GENERAL,positive,,
13623,197,FOOD#STYLE_OPTIONS,positive,,
13623,197,,,13623:0,"Может персонал или руководство ресторанов все же читают отзывы и исправляются… На этом сайте последнее время часто читаю отзывы, но когда решили заехать в Апрель, ничего про него не читала."
13623,197,,,13623:1,Так вот мне все понравилось.
13623,197,,,13623:2,"Были с мужем в понедельник около восьми вечера, встретила девушка, проводила до столика и принесла меню."
13623,197,,,13623:3,"Буквально через 5 минут подошел официант, сделали заказ, он принес специи и разложил приборы, напитки быстро появились на столе."
13623,197,,,13623:4,"В рекламе увидела, что у них есть детская комната, официант показал, где она, конечно маловата, но 3-4 ребенка там найдут, чем заняться, есть телевизор, компьютер, доска с мелками и стол для рисования, моему сыну там бы понравилось."
13623,197,,,13623:5,"Так вот салаты принесли через 20 минут, я заказывала с тунцом, очень понравился, муж цезарь с креветками- без особо восторга, но и без нареканий."
13623,197,,,13623:6,"Горячее, мое – стейк с соусом из белых грибов хорошей прожарки, очень понравился, муж заказал стейк из мраморной говядины с чем то там, оказался суховат, но приправив соусом вполне сносно."
13623,197,,,13623:7,Десерт с латте были хорошими.
13623,197,,,13623:8,"Вся еда на вид была аппетитная, размер порций достойный."
13623,197,,,13623:9,"Обслуживание хорошее, пепельницу меняли быстро, официант парень тактично помог с выбором десерта."
13623,197,,,13623:10,Счет на 3300.
13623,197,,,13623:11,При случае еще заедем на десерт с ребенком.
18253,198,FOOD#PRICES,negative,,
18253,198,SERVICE#GENERAL,negative,,
18253,198,FOOD#QUALITY,conflict,,
18253,198,RESTAURANT#GENERAL,conflict,,
18253,198,FOOD#STYLE_OPTIONS,negative,,
18253,198,,,18253:0,Была в трёх разных ресторанах Мама Рома.
18253,198,,,18253:1,"Кухня радует, а вот обслуживание не очень хорошее."
18253,198,,,18253:2,"Блюда то ли готовятся долго, то ли их долго несут, хотя народу все 2 раза было немного - казалось бы..."
18253,198,,,18253:3,"Один раз вообще сложилось ощущение, что про нас забыли."
18253,198,,,18253:4,"Но хуже то, что в наличии постоянно нет чего-то из меню - и, как назло, именно того, что хочется попробовать!"
18253,198,,,18253:5,Выбор десертов оказывается вообще маленьким.
18253,198,,,18253:6,"Паста вкусная, всем рекомендую."
18253,198,,,18253:7,"А вот пицца не фонтан - обычная такая, ничего особенного."
18253,198,,,18253:8,"Не стоит тех денег, которые за неё берут."
24916,199,SERVICE#GENERAL,negative,,
24916,199,AMBIENCE#GENERAL,positive,,
24916,199,FOOD#QUALITY,positive,,
24916,199,RESTAURANT#GENERAL,conflict,,
24916,199,,,24916:0,Мой молодой человек как-то заказывал столик на 8 марта.
24916,199,,,24916:1,"Интерьер - понравился, кухня - тоже."
24916,199,,,24916:2,"А вот обслуживание.... то ли обслуга стремилась начать отмечать 8-е марта побыстрее (мы приехали туда около 21.30,девушка при входе сказала, что ресторан работает до 23.00, хотя ЗАРАНЕЕ, когда делалась бронь столика, НАС НИКТО НЕ ПРЕДУПРЕДИЛ, ЧТО РЕСТОРАН БУДЕТ РАБОТАТЬ ДО 23.00)"
24916,199,,,24916:3,"Заказ принесли довольно быстро, но как только мы приступили к еде, девушка хамски попросила нас пересесть за другой столик."
24916,199,,,24916:4,"Я естественно, отказалась."
24916,199,,,24916:5,"Настроение испорчено не было (просто было неприятно), но чаевых мы не оставили."
24916,199,,,24916:6,"Ресторан Ваш, рекомендовать никому не буду."
33621,200,FOOD#PRICES,negative,,
33621,200,SERVICE#GENERAL,negative,,
33621,200,RESTAURANT#GENERAL,negative,,
33621,200,FOOD#STYLE_OPTIONS,conflict,,
33621,200,,,33621:0,Праздновали свадьбу в этом ресторане!
33621,200,,,33621:1,"Свадьба была чудесная, настроение было испорчено здесь!"
33621,200,,,33621:2,"Все по порядку, банкетное меню 2000 на человека, дело было не в цене, хотелось просто видеть богатый стол, администратор уверила, что этого вполне достаточно, хотя у нас было меню на 18 человек, а двое не смогли прийти и сумма заказа была больше чем 2000 на человека и все равно еды было мало!"
33621,200,,,33621:3,Смешно смотрелось 6 маленьких кусочков красной рыбы на здоровом блюде и т.д.
33621,200,,,33621:4,"Я понимаю красивая посуда и оформление стола, но не стоит смешить гостей 6 рулетиками на огромном блюде!"
33621,200,,,33621:5,"Я уже молчу, что они берут 10% за обслуживание, а у нас всего был 1 официант, алкоголя на столе не было и он один явно не успевал всем подливать, в итоге гости сидели с пустыми бокалами!"
33621,200,,,33621:6,"Он один не успевал всем одновременно подать горячее и десерт, в итоге чай уже остыл, к тому времени, когда поспел десерт!"
33621,200,,,33621:7,"Недавно были на свадьбе у друзей, у них 2000 на человека без всякого обслуживание (чаевые по желанию), стол ломился от еды и многое осталось!"
33621,200,,,33621:8,"Может здесь и неплохо поужинать, но банкет явно не стоит здесь делать!"
33621,200,,,33621:9,Не портите себе праздник!
12118,201,SERVICE#GENERAL,positive,,
12118,201,AMBIENCE#GENERAL,conflict,,
12118,201,FOOD#QUALITY,conflict,,
12118,201,RESTAURANT#GENERAL,conflict,,
12118,201,,,12118:0,Вот и я пишу отзыв о ресторане Дача)))
12118,201,,,12118:1,Праздновали день рождения!
12118,201,,,12118:2,"Был заказан отдельный VIP зал, на 14 человек."
12118,201,,,12118:3,"Всем хватило места, стол был прекрасно сервирован, вообще было уютно и комфортно."
12118,201,,,12118:4,"Интерьер ресторана, мне лично, очень импонирует, мои гости тоже остались довольны."
12118,201,,,12118:5,"Что касается кухни - не плохо, но я ожидала большего.."
12118,201,,,12118:6,"На горячее многие заказали шашлык из свинины и телятину с шалфеем, но увы, и то и другое было суховато и прямо скажем не вкусно((("
12118,201,,,12118:7,А вот рыба в беконе - порадовала)))
12118,201,,,12118:8,"Про салаты писать собственно не чего, не очень..."
12118,201,,,12118:9,Холодные закуски- вполне съедобны.
12118,201,,,12118:10,"Был и торт, отдельно заказанный на основе "" чизкейк"", к моему большому сожалению он тоже был не очень)))"
12118,201,,,12118:11,"И за 1800 руб. я думаю можно было бы сделать и вкуснее, и нежнее, и красивее(("
12118,201,,,12118:12,Вот..
12118,201,,,12118:13,А музыкальное сопровождение это вообще отдельная история!
12118,201,,,12118:14,"Ну не хотела их аппаратура работать так как мы хотели, и наши диски мы тоже не могли прослушать."
12118,201,,,12118:15,"Короче, этим очень вечер был омрачен!!!"
12118,201,,,12118:16,"Хотелось потанцевать, но увы..."
12118,201,,,12118:17,"Обслуживали хорошо, девочки очень милые."
12118,201,,,12118:18,В целом осталось не плохое впечатление.
12118,201,,,12118:19,"Хотя много что надо бы подкорректировать, и кухню и аппаратуру купить уже поновее."
343,202,AMBIENCE#GENERAL,positive,,
343,202,SERVICE#GENERAL,conflict,,
343,202,RESTAURANT#GENERAL,positive,,
343,202,RESTAURANT#MISCELLANEOUS,positive,,
343,202,FOOD#QUALITY,positive,,
343,202,LOCATION#GENERAL,positive,,
343,202,,,343:0,Отмечали свадьбу в этом ресторане!
343,202,,,343:1,В целом все понравилось!
343,202,,,343:2,"Еда была свежая и вкусная, официанты приветливые, интерьер очень интересный, особенно всех поразил туалет с аквариумами!"
343,202,,,343:3,"Очень хорошее расположение в центре города, с красивыми видами из окна!"
343,202,,,343:4,"Но на наш праздник для детей нам не поставили стулья, хотя накануне мы это обговаривали и нам сказали, что ни каких проблем поставим!"
343,202,,,343:5,"В итоге одному поставили с горем пополам, а второй сидел весь банкет на ручках( и то видно они не выдержали и ушли с ребенком пораньше не дождавшись горячего (их горячее нам кстати с собой не завернули) и некоторым гостям не понравилось, что еду накладывали в тарелки..так как многие не все ели..."
343,202,,,343:6,Но это были единственные недочеты нашего торжества.
343,202,,,343:7,В целом всем советую этот ресторан для проведения банкета!
343,202,,,343:8,"В конце нам все завернули с собой и отдали б/а напитки, алкоголя не осталось..."
1368,203,AMBIENCE#GENERAL,positive,,
1368,203,SERVICE#GENERAL,conflict,,
1368,203,DRINKS#QUALITY,positive,,
1368,203,FOOD#QUALITY,conflict,,
1368,203,RESTAURANT#GENERAL,positive,,
1368,203,FOOD#STYLE_OPTIONS,positive,,
1368,203,RESTAURANT#PRICES,neutral,,
1368,203,DRINKS#STYLE_OPTIONS,positive,,
1368,203,,,1368:0,"Впервые побывала в этом пабе совсем недавно и могу сказать, что это весьма неплохое место!"
1368,203,,,1368:1,"Очень понравился интерьер - чисто пабовский, но при этом ненавязчивый и комфортный."
1368,203,,,1368:2,Атмосфера что надо - располагает к веселью и дружескому общению.
1368,203,,,1368:3,"Что касается обслуживания, то для субботнего вечера вполне приемлемо."
1368,203,,,1368:4,"При входе нам предложили один из немногих свободных столиков, затем через пару минут официант принес меню."
1368,203,,,1368:5,"Порадовал широкий выбор пива, прочего алкоголя, а также закусок и различных блюд на любой вкус."
1368,203,,,1368:6,Была удивлена таким обширным меню в пабе!
1368,203,,,1368:7,"Хотя, возможно это даже чересчур…Заказ наш мы ждали минут 20."
1368,203,,,1368:8,Из недочетов можно отметить забывчивость официантки - друг дождался своих сигарет только после третьей просьбы.
1368,203,,,1368:9,Но это можно компенсировать весьма вежливым обслуживанием.
1368,203,,,1368:10,Из заказанного понравилось пиво – наивкуснейшее!
1368,203,,,1368:11,Коктейли тоже на неплохом уровне.
1368,203,,,1368:12,"К гренкам и стейку претензий нет, в цезаре приправ многовато."
1368,203,,,1368:13,А вот суши совсем разочаровали – не пабовское это блюдо все-таки!
1368,203,,,1368:14,"В конце пришлось долго ждать счет, а затем еще сдачу ждали минут 15."
1368,203,,,1368:15,Но в целом хорошо посидели!
1368,203,,,1368:16,"Думаю, будем почаще заходить."
1368,203,,,1368:17,"По ценам, кстати, тоже нормально все – средние для подобных заведений, не завышенные как у многих."
22527,204,AMBIENCE#GENERAL,conflict,,
22527,204,SERVICE#GENERAL,positive,,
22527,204,RESTAURANT#GENERAL,positive,,
22527,204,FOOD#QUALITY,positive,,
22527,204,FOOD#STYLE_OPTIONS,positive,,
22527,204,RESTAURANT#PRICES,positive,,
22527,204,,,22527:0,Сегодня отмечали день рождения небольшой компанией из шести человек.
22527,204,,,22527:1,Нас разместили в VIP зале.
