/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
1093,94,,,1093:7,,servis oldukca yavas.
1093,94,,,1093:8,,yavas demek bile az kalir.
1093,94,,,1093:9,,az vaktiniz varsa kesinlikle ogle saatlerinde ugramayiniz.
1093,94,,,1093:10,,besiktas da yiyebilceniz en iyi pide ama odun atesinde pisenin yerini tutmuyor tabiki.
1093,94,,,1093:11,,tatli secenekleri de mevcur sufle ve kunefe var menu de var da pide o kadar gec gelince insani tatli siparisi dusunduruyor.
1094,95,RESTAURANT#PRICES,neutral,,,
1094,95,RESTAURANT#GENERAL,neutral,,,
1094,95,SERVICE#GENERAL,negative,,,
1094,95,,,1094:0,,Eski kalitesinde olmasada hala iyi diyelim talep çok olunca ister istemez kalite ve servis vasata düşüyor etleri kenfi çiftliklerinden otopark sorun fiatlar normal
1095,96,RESTAURANT#PRICES,neutral,,,
1095,96,LOCATION#GENERAL,positive,,,
1095,96,AMBIENCE#GENERAL,positive,,,
1095,96,,,1095:0,,"Manzarasi icin gidilesi cafe , cok fazla yazacak bisey yok."
1095,96,,,1095:1,,fiyatlar standart seviyede.
1095,96,,,1095:2,,otopark sorunu yok.
1095,96,,,1095:3,,sessiz sakin ve huzurlu bir mekan.
1096,97,RESTAURANT#GENERAL,positive,,,
1096,97,AMBIENCE#GENERAL,positive,,,
1096,97,FOOD#QUALITY,positive,,,
1096,97,SERVICE#GENERAL,positive,,,
1096,97,,,1096:0,,Kuru fasulyesi lezzetli.
1096,97,,,1096:1,,Sutlaci tavsiye edilir.
1096,97,,,1096:2,,Köftesi de kaliteli.
1096,97,,,1096:3,,Sade güzel bir yer.
1096,97,,,1096:4,,Çalışanlar ilgili kibar.
1096,97,,,1096:5,,Ortaköye yolu düşen ugramali.
1097,98,FOOD#PRICES,negative,,,
1097,98,FOOD#STYLE_OPTIONS,negative,,,
1097,98,LOCATION#GENERAL,conflict,,,
1097,98,SERVICE#GENERAL,neutral,,,
1097,98,,,1097:0,,Park sorunu ciddi.
1097,98,,,1097:1,,Valesi var gerçi.
1097,98,,,1097:2,,Pazar sabahları brunch dışında seçeneğiniz yok.
1097,98,,,1097:3,,Brunch çeşitleri ehh.
1097,98,,,1097:4,,Masaya istenen sucuklu yumurtanın sucuğuna extra ücret istenmesi ayıp.
1097,98,,,1097:5,,Mekanın lokasyonu on numara ama rezervasyonsuz deniz kenarı masa bulmanız imkansız.
1097,98,,,1097:6,,"Böyle bir brunch için 59TL, 4 ince dilim sucuk için 5TL extra ücret mânâsız."
1098,99,SERVICE#GENERAL,negative,,,
1098,99,,,1098:0,,"Hisarüstü'ndeki diğer mekanlara nazaran büyük olmasıyla fark yaratıyor ama eğer kalabalık bir grup değilseniz, Hisarüstü'ndeki diğer yerleri tercih edebilirsiniz."
1098,99,,,1098:1,,En son kabalık bir grup halinde gittiğimizde siparişlerde karışıklık olmuştu malesef.
1099,100,SERVICE#GENERAL,positive,,,
1099,100,RESTAURANT#GENERAL,positive,,,
1099,100,FOOD#QUALITY,positive,,,
1099,100,FOOD#STYLE_OPTIONS,positive,,,
1099,100,,,1099:0,,"Tek kelimeyle muhtesem bir lezzet, doner kesimi tam olarak usta isi."
1099,100,,,1099:1,,Yagsiz ve cok lezzetli.
1099,100,,,1099:2,,Yaninda getirdikleri tandir lavasi ise bugune kadar yedigim en lezzetli lavas.
1099,100,,,1099:3,,Oturdugunuz gibi siparisiniz aliniyor ve hemen servis yapilmaya baslaniyor.
1099,100,,,1099:4,,Ortaya ise salata ve patates kizartmasi getiriyolar.
1099,100,,,1099:5,,Acik ara en iyi donerci.
1100,101,FOOD#PRICES,negative,,,
1100,101,RESTAURANT#PRICES,negative,,,
1100,101,RESTAURANT#GENERAL,negative,,,
1100,101,,,1100:0,,Big chefs her daim şişirilmiş bir kafedir.
1100,101,,,1100:1,,Çünkü size oluru olmayan fiyatlar sunar.
1100,101,,,1100:2,,Bunun yanı sıra şube açtığı semtler ortadadır.
1100,101,,,1100:3,,İsim yapmıştır çünkü pahalı olduğu için kaliteli algısı yaratır .
1100,101,,,1100:4,,"Bir ayvalık tostuna 20 tl , bir kavanoz tatlıya 20 tl vs. Yazan bu mekana kesinlikle gitmem ."
1100,101,,,1100:5,,Çünkü bu israftan başka bir şey değil benim nazarımda .
1100,101,,,1100:6,,Böyle mekanları biraz boş bırakmak lazım ki Fiyat skalasını biraz düşük aralığa taşısınlar !
1101,102,FOOD#QUALITY,positive,,,
1101,102,,,1101:0,,"Tatlilar - Tatlilari çok güzel, tiramisu özellikle yenilmeli ama ana ögün kadar büyük geliyor dikkat!"
1101,102,,,1101:1,,"Unsuz çikolatali pastasi biraz agir, diyet yapanlar bulasmasin!"
1102,103,RESTAURANT#GENERAL,negative,,,
1102,103,AMBIENCE#GENERAL,negative,,,
1102,103,FOOD#QUALITY,negative,,,
1102,103,SERVICE#GENERAL,negative,,,
1102,103,,,1102:0,,Yemeklerin tadi tuzu yok.
1102,103,,,1102:1,,Ortam gürültüden ibaret.
1102,103,,,1102:2,,Garsonlar TV izlemekten size bakmiyor.
1102,103,,,1102:3,,Geçin allahaskina baska bir sürü yer var yenebilecek
1103,104,LOCATION#GENERAL,negative,,,
1103,104,FOOD#QUALITY,positive,,,
1103,104,,,1103:0,,Güzel - Konum olarak çok keyifli bir yer degil ancak çalisirken ögle yemekleri için bazen gidiyoruz.
1103,104,,,1103:1,,"Yemeklerin lezzetine inanamayacaksiniz, pastirma ile yapilan Topkapi kebabi çok iyidir."
1104,105,AMBIENCE#GENERAL,conflict,,,
1104,105,RESTAURANT#GENERAL,negative,,,
1104,105,FOOD#QUALITY,negative,,,
1104,105,SERVICE#GENERAL,negative,,,
1104,105,,,1104:0,,Koftenin hicbir ozelligi yok.
1104,105,,,1104:1,,Hizmet yok guleryuz yok.
1104,105,,,1104:2,,Manzaranin ekmegini yiyorlar.
1104,105,,,1104:3,,Masalar dipdibe marketten dondurulmus kofte alin evinizde yiyebilirsiniz.
1104,105,,,1104:4,,Inanin fark yok.
1105,106,FOOD#QUALITY,conflict,,,
1105,106,,,1105:0,,Siradan - Siradan kebaplari olan mekan...
1105,106,,,1105:1,,Kebap için kesinlikle gidilmeli denemez ama tatlilari inanilmaz güzel.
1105,106,,,1105:2,,Megerse meshur Çavusoglu tatlinin sahiplerimis isletmecileri.
1106,107,RESTAURANT#GENERAL,positive,,,
1106,107,FOOD#QUALITY,positive,,,
1106,107,SERVICE#GENERAL,positive,,,
1106,107,,,1106:0,,Hizmetten cok memnun kaldik.
1106,107,,,1106:1,,Herkes cok ilgili ve guler yuzluydu.
1106,107,,,1106:2,,Yogunluktan dolayi yer bulma konusunda biraz sikinti yasamis olsak da sansimiza en guzel yeri kaptik balkonda :
1106,107,,,1106:3,,D Somon izgara ve etli quesadilla sipariz ettik.
1106,107,,,1106:4,,"Somon izgaranin altinda olan kuskonmazli ispanakli sote mukemmeldi, yemek ise genel olarak guzeldi."
1106,107,,,1106:5,,Etli quesadillanin ise ozellikle eti cok guzeldi.
1106,107,,,1106:6,,Mutlaka bir daha gelicez :
1107,108,SERVICE#GENERAL,positive,,,
1107,108,LOCATION#GENERAL,negative,,,
1107,108,AMBIENCE#GENERAL,positive,,,
1107,108,RESTAURANT#GENERAL,positive,,,
1107,108,FOOD#STYLE_OPTIONS,positive,,,
1107,108,,,1107:0,,Sevdiğim bir mekan.
1107,108,,,1107:1,,"Müzikler, bahçesi, menüsü güzel."
1107,108,,,1107:2,,Ferah bir ortamı var ve kalabalık buluşmalar için de uygun bir yer.
1107,108,,,1107:3,,Çalışanları da güler yüzlü.
1107,108,,,1107:4,,Girerken böyle bir yerle karşılaşacağınızı tahmin etmiyorsunuz konumu nedeniyle.
1108,109,RESTAURANT#PRICES,positive,,,
1108,109,AMBIENCE#GENERAL,positive,,,
1108,109,FOOD#QUALITY,positive,,,
1108,109,,,1108:0,,Sütiş'in Emirgan şubesi gibi bu şubesinin manzarası da çok güzel deniz hemen yanınızda köprü hemen sağ çaprazda :
1108,109,,,1108:1,,) yemekler güzel fiyatlar da mekana göre gayet uygun.
1108,109,,,1108:2,,Tavukgöğsü başarılı :
1109,110,RESTAURANT#GENERAL,negative,,,
1109,110,SERVICE#GENERAL,negative,,,
1109,110,,,1109:0,,Berbat biyer rezervasyon yaptirdigim halde misafirlerime rezil oldum rezalet biyer calisanlarin tavirlari olsun ilgileri herseyi rezalet otesi
1110,111,RESTAURANT#GENERAL,positive,,,
1110,111,FOOD#PRICES,positive,,,
1110,111,AMBIENCE#GENERAL,positive,,,
1110,111,FOOD#QUALITY,positive,,,
1110,111,SERVICE#GENERAL,positive,,,
1110,111,,,1110:0,,Küçük Ev Express ile mekanist etkinligi ile tanistik.
1110,111,,,1110:1,,Çömlekte ev yapimi yogurtlarini mutlaka deneyin.
1110,111,,,1110:2,,Eski zamanlar biraktigimiz gerçek yogurdun tadini yakalayacaksiniz.
1110,111,,,1110:3,,Fiyati da saka gibi.
1110,111,,,1110:4,,3.75 TL.
1110,111,,,1110:5,,Mükellef bir yemek sonrasi ortalama 15-25 TL'ye mekandan çikabilirsiniz.
1110,111,,,1110:6,,"Dekorasyon zevkli olmus, özellikle mekanin ortasina konuslanmis bonsai agaç beni benden aldi."
1110,111,,,1110:7,,"Evet, bonsai hayraniyim!"
1110,111,,,1110:8,,Çok iyi karsilandik ve sonuna kadar el üstünde tutulduk.
1110,111,,,1110:9,,Harikasiniz arkadaslar.
1110,111,,,1110:10,,Böyle devam!
1110,111,,,1110:11,,) Her seyden ufak ufak tattik.
1110,111,,,1110:12,,Yemeklerde favorilerim döner ve kavurmali pide oldu.
1110,111,,,1110:13,,Kavurmali pide için tekrar ugrayacagim.
1110,111,,,1110:14,,Tatlilarda tavuk gögsü gerçekten lezizdi.
1110,111,,,1110:15,,"Irmik helvasinin da tavuk gögsünden eksigi yoktu, sekeri kivamindaydi ve hafifti."
1111,112,FOOD#QUALITY,positive,,,
1111,112,RESTAURANT#GENERAL,positive,,,
1111,112,FOOD#STYLE_OPTIONS,positive,,,
1111,112,,,1111:0,,"Buraya sık geliyorum, leventte çalışanların da çok tercih ettiği bir yer."
1111,112,,,1111:1,,Yemekleri eskiden daha güzeldi özellikle mantısı çok başarılıydı.
1111,112,,,1111:2,,"Ancak her gün çeşit çeşit ev yemeğinin çıkıyor olması çok cazip, ister zeytinyağlılar ister sıcak yemekler insanı her gün fast food yemekten alıkoyuyor."
1111,112,,,1111:3,,"Zeytinyağlı tabağı başarılı, salatalarının da porsiyonu çok büyük tavsiye ederim."
1112,113,AMBIENCE#GENERAL,negative,,,
1112,113,,,1112:0,,denız kenarı gıbıdır ancak arada bır arsalık mesafe vardır.
1112,113,,,1112:1,,ve oradakı koku olayına bır hal care bulamadıkları ıcın yazık olan mekandır.
1112,113,,,1112:2,,emırgandakı sutısı mumla aratmaktadır.
1113,114,FOOD#QUALITY,positive,,,
1113,114,RESTAURANT#GENERAL,positive,,,
1113,114,DRINKS#QUALITY,neutral,,,
1113,114,,,1113:0,,Taksim'de kendi tarzına göre keyifle gidilecek mekanlardan biri.
1113,114,,,1113:1,,Gündüz ayrı gece ayrı olarak değerlendirebilirim.
1113,114,,,1113:2,,Hizmet kalitesi daha önce Avrupa'da gittiğim şubelere göre burada daha iyi diyebilirim.
1113,114,,,1113:3,,Bu yüzden tip bırakmayı unutmayın :
1113,114,,,1113:4,,) Hamburgeri hoşuma gidiyor ve NY steak de tavsiye edebilirim.
1113,114,,,1113:5,,İçecek olarak genelde bira sevdiğim için kokteylleri için bir şey söyleyemeyeceğim.
1113,114,,,1113:6,,Afiyetle!
1114,115,DRINKS#QUALITY,positive,,,
1114,115,FOOD#QUALITY,negative,,,
1114,115,RESTAURANT#GENERAL,negative,,,
1114,115,SERVICE#GENERAL,positive,,,
1114,115,,,1114:0,,Ben artık happy moons u beğenmiyorum.
1114,115,,,1114:1,,Servisi iyiydi çalışanları güleryüzlü fakat yemeklerinden eskiden aldığım tadı almıyorum.
1114,115,,,1114:2,,"Ben bi tek çilekli limonatasını beğendim, çok tavsiye etmem"
1115,116,AMBIENCE#GENERAL,positive,,,
1115,116,RESTAURANT#GENERAL,negative,,,
1115,116,,,1115:0,,Öyle bir manzara ve konum için olabilecek son mekan filizler olmalıydı.
1115,116,,,1115:1,,Zaman kaybı!
1116,117,FOOD#QUALITY,conflict,,,
1116,117,SERVICE#GENERAL,negative,,,
1116,117,,,1116:0,,Yemekleri fena degil.
1116,117,,,1116:1,,Ozellikle zeytinyaglilari guzel.
1116,117,,,1116:2,,Galata cevresinde zeytinyagli veya ev yemegivari yiyebilecegimiz nadir yerlerden oldugu icin tercih ediyorduk.
1116,117,,,1116:3,,Ama dunyanin en yavas evlere servis hizmetini sunuyorlar.
1116,117,,,1116:4,,Hele de ogle saatinde 50 ile 70 dakika beklemeye hazir olun.
1116,117,,,1116:5,,Ogle saatleri degilse de 25-30 dk beklemeyi goze almak gerekiyor.
1116,117,,,1116:6,,En son soyledigimiz firinda makarnasi da kuru geldikten sonra bir daha siparis vermemeye karar verdik.
1117,118,RESTAURANT#GENERAL,negative,,,
1117,118,FOOD#STYLE_OPTIONS,negative,,,
1117,118,AMBIENCE#GENERAL,positive,,,
1117,118,FOOD#QUALITY,conflict,,,
1117,118,SERVICE#GENERAL,positive,,,
1117,118,,,1117:0,,"Manzarasi çok güzel , dekorasyonda çok başarılıydı , kahvaltı için gittik kahvaltı güzeldi ama omleti beğenmedim çok tatsızdı."
1117,118,,,1117:1,,Geri kalan hersey tazeydi kayısı ve cevizle süslemeleri çok hoşuma gitti kahvaltıya fresh bir hava katmışlar.
1117,118,,,1117:2,,Kahvaltısı için gidebilir ama garsonlar servis ederken gördüğüm kadarıyla yemek porsiyonları küçüktü ve sunum hoşuma gitmedi .
1117,118,,,1117:3,,Kısacası manzarası için gidilebilinir bir yer sadece .
1118,119,AMBIENCE#GENERAL,positive,,,
1118,119,RESTAURANT#GENERAL,positive,,,
1118,119,SERVICE#GENERAL,positive,,,
1118,119,,,1118:0,,"İlk Evlilik yıldönümü yemeğimizi burada yemiştik, karşılama gayet güzel kibar çalışanlar."
1118,119,,,1118:1,,Sunumu beğendik.
1118,119,,,1118:2,,Sakin mutlu bir yemekti.
1118,119,,,1118:3,,Tekrar gitmeyi düşünürüm.
1119,120,RESTAURANT#PRICES,positive,,,
1119,120,AMBIENCE#GENERAL,neutral,,,
1119,120,FOOD#QUALITY,positive,,,
1119,120,,,1119:0,,"Klasik rakı-balık-fasıl üçlemesinden sıkılan, ve mezelere odaklanmak isteyenler için en iyi alternatif."
1119,120,,,1119:1,,Manzara olarak en iyi seçeneği sunmasa da lakerdası başta olmak üzere bütün mezeleri denemeye değer.
1119,120,,,1119:2,,"Fıstıklı peynirli meze, buraya özel bir lezzet."
1119,120,,,1119:3,,Kişi başı 60 liraya rakınız ve mezelerinizle güzel bir akşam geçirmeniz garanti.
1120,121,AMBIENCE#GENERAL,positive,,,
1120,121,SERVICE#GENERAL,negative,,,
1120,121,LOCATION#GENERAL,positive,,,
1120,121,DRINKS#QUALITY,positive,,,
1120,121,FOOD#QUALITY,neutral,,,
1120,121,DRINKS#STYLE_OPTIONS,positive,,,
1120,121,,,1120:0,,"Konum itibariyle cok guzel yerde, manzarasi enfes."
1120,121,,,1120:1,,"Limonatasi kocaman ve lezzetliydi, ""ayvalik tostu""nu yeniden yorumlayarak tamamen farkli bir hale getirmisler, fena degildi."
1120,121,,,1120:2,,"Ancak mekanin en buyuk sıkıntısı hizmet kalitesi, cok cok yavaslar!"
1120,121,,,1120:3,,"Ki bana gore bir mekanda olmasi gereken en onemli ozellik ""hizmet kalitesi"" En buyuk kurtaricisi lokasyon ve muhtesem bogaz manzarasi!"
1121,122,AMBIENCE#GENERAL,positive,,,
1121,122,SERVICE#GENERAL,negative,,,
1121,122,RESTAURANT#GENERAL,positive,,,
1121,122,FOOD#QUALITY,positive,,,
1121,122,FOOD#STYLE_OPTIONS,positive,,,
1121,122,RESTAURANT#PRICES,neutral,,,
1121,122,,,1121:0,,Sinirsz kahvalti keyfi için harika bir yer.
1121,122,,,1121:1,,Manzarasi cok güzel.
1121,122,,,1121:2,,Garsonlar biraz daha güler yüxlü olabilir.
1121,122,,,1121:3,,40 tl kisi basi.
1121,122,,,1121:4,,Zengin bir acik büfe menüsü var.
1121,122,,,1121:5,,Keyifli bir yer.
1122,123,SERVICE#GENERAL,positive,,,
1122,123,FOOD#QUALITY,negative,,,
1122,123,RESTAURANT#GENERAL,negative,,,
1122,123,AMBIENCE#GENERAL,positive,,,
1122,123,,,1122:0,,Son zamanların benim için en büyük hayal kırıklığı.
1122,123,,,1122:1,,Bu kadar büyük merakla gelip de yediklerimden bu kadar az haz ettiğim başka bir yer olmadı.
1122,123,,,1122:2,,"Garson arkadaşlar, mekanın manzarası, hizmet şahane ama lezzet adına söyleyebileceğim çok şey yok."
1122,123,,,1122:3,,Köprü altı yerleri gibi kalamar koydular önümüze.
1122,123,,,1122:4,,Bunu yazarken henüz hesap gelmemişti ve değerlendirmemi tamamen bağımsız şekilde yapıyorum.
1122,123,,,1122:5,,Yeşilköy efsanesi burada sürmemiş
1123,124,AMBIENCE#GENERAL,positive,,,
1123,124,RESTAURANT#GENERAL,neutral,,,
1123,124,,,1123:0,,"Yıllar önce keyifli mekan sayısı azken sıklıkla tercih ettiğimiz, mekan sayısı arttıkça da geri plana ittiğimiz mekanlardan."
1123,124,,,1123:1,,Bahçesi insana huzur veriyordu...
1124,125,AMBIENCE#GENERAL,positive,,,
1124,125,SERVICE#GENERAL,negative,,,
1124,125,,,1124:0,,"Manzara guzel servis rezalet , 3 kere soylemeden getirmiyorlar , iki kere degil 5 kere dusunun gelirken"
1125,126,FOOD#QUALITY,neutral,,,
1125,126,LOCATION#GENERAL,positive,,,
1125,126,AMBIENCE#GENERAL,positive,,,
1125,126,RESTAURANT#GENERAL,positive,,,
1125,126,SERVICE#GENERAL,negative,,,
1125,126,,,1125:0,,Bir yanı benzinlik bir yanı mezarlık manzaralı ama çokta tutan bir cafe.
1125,126,,,1125:1,,E5 üstünde olduğu için çabuk direksiyon kırılıp az vakitte çok oturmalık kolaylığı için tercih ettik.
1125,126,,,1125:2,,Bahçesi keyifli yemekte çok kötü değildi.
1125,126,,,1125:3,,Arkasından içtiğimiz kahve için çok beklesekte fazla beklentisiz bir cafe olduğundan notu 3.5 olarak verdim
1126,127,FOOD#QUALITY,positive,,,
1126,127,,,1126:0,,Acik kasarli pide.
1126,127,,,1126:1,,"besiktas barbarosta bulunan sampi sabaha kadar acik,gece cani cekenler icin ideal ve paket servisi de var,kapali kasarlisi da cok lezzetli oluyor"
1127,128,DRINKS#QUALITY,positive,,,
1127,128,AMBIENCE#GENERAL,positive,,,
1127,128,FOOD#QUALITY,conflict,,,
1127,128,FOOD#STYLE_OPTIONS,negative,,,
1127,128,,,1127:0,,Pizzalarini fena bulmadim.
1127,128,,,1127:1,,Acikcasi cok ayilip bayilani var ama ben daha kalin hamurlu pizzalari seviyorum.
1127,128,,,1127:2,,Ama Pizzeria Trio' nun pizzalari da guzel.
1127,128,,,1127:3,,Ben Trio Speciale yi tercih ettim.
1127,128,,,1127:4,,Eti kotuydu net ama geri kalan urunleri fena sayilmazdi.
1127,128,,,1127:5,,İnanilmaz bir manzaraya sahip bu arada mekan.
1127,128,,,1127:6,,"Pizza, sarap, manzara kombini icin gidilebilir."
1128,129,RESTAURANT#PRICES,negative,,,
1128,129,FOOD#STYLE_OPTIONS,negative,,,
1128,129,AMBIENCE#GENERAL,positive,,,
1128,129,FOOD#QUALITY,negative,,,
1128,129,DRINKS#QUALITY,positive,,,
1128,129,,,1128:0,,Özellikle bahçesini tercih edin giderseniz.
1128,129,,,1128:1,,açık alan gayet rahat.
1128,129,,,1128:2,,gürüldü de daha az.
1128,129,,,1128:3,,"içecekler güzel, ama fastfood tarzı atıştırmalık tercih edecekseniz pek tavsiye etmem."
1128,129,,,1128:4,,Yemekler fena değil fakat porsiyonlar çok ufak.
1128,129,,,1128:5,,rejim yapanlar düşünülmüş sanırım.
1128,129,,,1128:6,,Fiyat biraz fazla gibi.
1129,130,AMBIENCE#GENERAL,positive,,,
1129,130,FOOD#QUALITY,negative,,,
1129,130,,,1129:0,,Burasi eskiden favori yerlerimdendi menüsü degisti ve artik eski menudeki yemeklerin bile tadi ayni degil lezzet olarak cok kötü.
1129,130,,,1129:1,,Lezzet disinda degerlendirirsek hem dis alani bahcesiyle hemde ic alani rahat buyuk koltuklariyla cok keyifli bir mekan
1130,131,RESTAURANT#GENERAL,positive,,,
1130,131,,,1130:0,,Denize yakın yer bulursanız şanslısınız ...
1130,131,,,1130:1,,Tadı bir başka aşşkın kuruçeşmenin en iyi mekanı diyebiliriz arkadaşlarla kahve içip sohbet etmek burda bir başka
1131,132,DRINKS#STYLE_OPTIONS,positive,,,
1131,132,AMBIENCE#GENERAL,positive,,,
1131,132,FOOD#QUALITY,neutral,,,
1131,132,SERVICE#GENERAL,negative,,,
1131,132,,,1131:0,,Kadıköy'ün bira cennetlerinden biri.
1131,132,,,1131:1,,Eski çalışanları daha iyi ve samimiydi diye düşünüyorum.
1131,132,,,1131:2,,"Mevcut çalışanlarının marjinal görünümlerini yadırgamamakla birlikte , bu marjinal görüntü hafiften cool davranışlara kaçıyor, bu da hizmete olumsuz yansıyor."
1131,132,,,1131:3,,Daha gülümseyen bir çalışan profili olmalı.
1131,132,,,1131:4,,"Hizmeti ortalama, yemekler ortalama."
1131,132,,,1131:5,,Yine de bol çeşit bira denemek ve müzik dinlemek için gidilmeli.
1132,133,FOOD#STYLE_OPTIONS,negative,,,
1132,133,RESTAURANT#PRICES,positive,,,
1132,133,AMBIENCE#GENERAL,negative,,,
1132,133,FOOD#QUALITY,negative,,,
1132,133,SERVICE#GENERAL,negative,,,
1132,133,,,1132:0,,Yemekler çok vasat.
1132,133,,,1132:1,,her zaman çok yoğun.
1132,133,,,1132:2,,içerde müzikten birbirini duyamıyorsun.
1132,133,,,1132:3,,servis elemanları kaba.
1132,133,,,1132:4,,sadece fiyatlar makul.
1132,133,,,1132:5,,menü kısıtlı
1133,134,DRINKS#QUALITY,positive,,,
1133,134,LOCATION#GENERAL,positive,,,
1133,134,AMBIENCE#GENERAL,positive,,,
1133,134,FOOD#QUALITY,positive,,,
1133,134,FOOD#STYLE_OPTIONS,positive,,,
1133,134,,,1133:0,,"Cizbiz koftesi , sutis moccachinosu , dtox corbasi ve haftasonu hahvalti zenginligiyle tavsiye edebilecegim bir Mekan manzarasi , ulasim rahatligi konforuyle denemenizi tavsiye Ederim"
1134,135,FOOD#QUALITY,negative,,,
1134,135,RESTAURANT#GENERAL,negative,,,
1134,135,AMBIENCE#GENERAL,positive,,,
1134,135,,,1134:0,,Sosyal medyada ünlü olduktan sonra kaliteyi düşürmüş mekanlardan bir tanesi.
1134,135,,,1134:1,,"Manzarası muhteşem,servis orta ama yemekler üzgünüm kötü."
1134,135,,,1134:2,,"Arkadaşım aşkı memnu söyledi,ben de cheescake söyledim."
1134,135,,,1134:3,,İkisi de durmuş ve kötü kalite malzeme kullanılmıştı.
1134,135,,,1134:4,,En azından adlarıyla özdeşleşmiş tatlılarına özen göstermelerini beklerdim.
1134,135,,,1134:5,,Bu manzarada ne versek yerler mantığında bir işletmenin Kuruçeşme'de olmasına çok üzüldüm.
1134,135,,,1134:6,,"Önermiyorum, eminim aynı güzellikte manzaraya sahip ama yemekleri müşteriye saygı gereği taze ve iyi malzemeyle yapılmış bir yer bulabilirsiniz civarda."
1135,136,AMBIENCE#GENERAL,positive,,,
1135,136,FOOD#QUALITY,negative,,,
1135,136,SERVICE#GENERAL,negative,,,
1135,136,,,1135:0,,anzarasi harika...
1135,136,,,1135:1,,- Burasi haftada bir ugramaya çalistigim ve manzarasina bayildigim bir mekan.
1135,136,,,1135:2,,Ancak bir seyler yemek için çok iyi denemez.
1135,136,,,1135:3,,Pastalari 3. sinif pastane mamulleri gibi...
1135,136,,,1135:4,,Ayrica genelde çok kalabalik olmasi nedeniyle yer kapmak için bayagi bir ugrasmak gerekiyor.
1136,137,FOOD#QUALITY,negative,,,
1136,137,SERVICE#GENERAL,negative,,,
1136,137,,,1136:0,,Servis vasat.
1136,137,,,1136:1,,"Çatal, bıçak pis ve cevizli baklavası şerbetinden insanın midesini bulandiriyor."
1136,137,,,1136:2,,Ayrıca baklava yanmış gibi.
1136,137,,,1136:3,,Fıstıklı tatlılar idare eder.
1136,137,,,1136:4,,Uğramaya gerek yok çok daha iyi yerler var.
1137,138,RESTAURANT#PRICES,negative,,,
1137,138,DRINKS#QUALITY,positive,,,
1137,138,RESTAURANT#GENERAL,positive,,,
1137,138,AMBIENCE#GENERAL,positive,,,
1137,138,,,1137:0,,Karakoyde yer alan sirin bir cafe.
1137,138,,,1137:1,,3 kisi icin idealdi.
1137,138,,,1137:2,,Sık sık gelip butun caylardan denemek lazim.
1137,138,,,1137:3,,Fiyatlar yuksek ama verdiginiz paraya degiyo
1137,138,,,1137:4,,Dekorasyonu cok hos.
1137,138,,,1137:5,,Cok rahat koltuklari var.
1137,138,,,1137:6,,Oturup saatlerce kaliteli cay esliginde muhabbet edebilirsiniz.
1137,138,,,1137:7,,Arkadasim ozel demlikte cin cayi soyledi ben de ev yapimi seftalili buzlu cay.
1137,138,,,1137:8,,Buzlu cay hayatimda ictigim en iyi buzlu caydi.
1137,138,,,1137:9,,Seker orani yerindeydi ve cok ferahlatiyordu.
1137,138,,,1137:10,,Cin cayi nin tadi da cok guzeldi.
1137,138,,,1137:11,,Kavun aromasinin kivami yerindeydi ama ic ic bitmedi bir turlu.
1138,139,RESTAURANT#PRICES,positive,,,
1138,139,RESTAURANT#GENERAL,positive,,,
1138,139,,,1138:0,,Fiyat/Performans olarak gidilebilecek mekanlardan birisi Uzunlar Kebap.
1138,139,,,1138:1,,Piyasada bulunan kebapçılara göre 1 tık daha iyidir.
1138,139,,,1138:2,,"Haftasonu gezmeleri için de gidilebilir, aç kaldığınızda yemeğimi yiyip hemen kalkayım mantığında da gidebilirsiniz."
1139,140,RESTAURANT#GENERAL,negative,,,
1139,140,SERVICE#GENERAL,negative,,,
1139,140,,,1139:0,,"Berbat bir yer,insanlarin sefil oldugu,göcmen burosuna sıra bekleyen biri gibi hissettim,rezalet..."
1139,140,,,1139:1,,asla gitmeyin.
1139,140,,,1139:2,,paranızla rezil olmak isterseniz buyrun derim.
1140,141,FOOD#QUALITY,positive,,,
1140,141,,,1140:0,,Bir goz baslayan ekonomik hayatina neredeyse tum sokaga yerleserek devam eden bir isletme.
1140,141,,,1140:1,,Menusundeki hemen hemen hersey oldukca lezzetli.
1140,141,,,1140:2,,Ozellikle acik bufe sabah kahvaltisi evinizde yapiyormus gibi keyifli.
1140,141,,,1140:3,,"Ogle yemeklerinde mutlaka erken orda olmak gerek, yoksa yiyeceknyemek bulmakta zorlanabilirsiniz."
1141,142,RESTAURANT#GENERAL,positive,,,
1141,142,AMBIENCE#GENERAL,positive,,,
1141,142,FOOD#QUALITY,neutral,,,
1141,142,SERVICE#GENERAL,positive,,,
1141,142,,,1141:0,,"Standart bir kahvalti fakat ortam,servis,mekanin konumu çitayi yükseltiyor."
1141,142,,,1141:1,,"Özellikle servis elemani Sezgin bey 'in isini bu kadar iyi yapmasi ve herkesle esit ayni güler yüzle ilgilenmesi , masalar arasi slalom yaparken hiç bir istegi ikiletmemesi hepimizin sempatisini ve takdirini kazandi."
1141,142,,,1141:2,,Göksu'da gidilebilecek en hos cafelerden biri bence.
1142,143,AMBIENCE#GENERAL,positive,,,
