/Reviews,,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/@OutOfScope,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,RESTAURANT#PRICES,positive,,,,
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29,388,,,es_cullera_de_boix_64_ElisendaBurgueraVidiella_2012-05-29:0,,,"Sitio tranquilo, raciones correctas, lo mejor los arroces y el precio."
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,,,es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27:0,,,"El local tiene un ambiente muy agradable, y la comida es exquisita."
es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27,389,,,es_cullera_de_boix_65_TeresaFlorezSaelices_2012-05-27:1,,,El trato del personal fue muy bueno.
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,FOOD#PRICES,positive,,,,
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_66_FranciscoYNieves_2012-05-13,390,,,es_cullera_de_boix_66_FranciscoYNieves_2012-05-13:0,,,El menú  degustacion nos pareció bueno y variado con un servicio muy atento y un trato agradable y la comida estaba buena con una buena relación calidad precio.
es_cullera_de_boix_68_Gaby_2012-03-29,391,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_68_Gaby_2012-03-29,391,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_68_Gaby_2012-03-29,391,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_68_Gaby_2012-03-29,391,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_68_Gaby_2012-03-29,391,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_68_Gaby_2012-03-29,391,,,es_cullera_de_boix_68_Gaby_2012-03-29:0,,,Fue todo genial.
es_cullera_de_boix_68_Gaby_2012-03-29,391,,,es_cullera_de_boix_68_Gaby_2012-03-29:1,,,No podemos dar ni una sola queja porque del primer momento que entramos hasta nuestra salida todo fue estupendo.
es_cullera_de_boix_68_Gaby_2012-03-29,391,,,es_cullera_de_boix_68_Gaby_2012-03-29:2,,,"La comida exquisita, abundante, el ambiente y servicio muy agradables."
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,RESTAURANT#PRICES,positive,,,,
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,FOOD#QUALITY,negative,,,,
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,SERVICE#GENERAL,negative,,,,
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,AMBIENCE#GENERAL,negative,,,,
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,RESTAURANT#GENERAL,negative,,,,
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,,,es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23:0,,,"Para un menu gastronomico, si la comida es solo buena, por no decir discreta (en lo que a paella como plato principal se refiere) el resultado fue algo decepcionante, aunque el precio podria considerarse excepcional."
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,,,es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23:1,,,"Hubiera mejorado con un mejor trato, servicio mas predilecto, mesa mas confortable."
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,,,es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23:2,,,"Por ejemplo: paella, antes de emplatar, tanto cuesta mostrarla?"
es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23,392,,,es_cullera_de_boix_70_JoanCompanyArpa_2012-03-23:3,,,son detalles que hacen perder valoración....
es_cullera_de_boix_72_RicardGrane_2012-02-27,393,FOOD#QUALITY,neutral,,,,
es_cullera_de_boix_72_RicardGrane_2012-02-27,393,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_72_RicardGrane_2012-02-27,393,,,es_cullera_de_boix_72_RicardGrane_2012-02-27:0,,,"Esperaba un poco más del arroz, por lo demás, todo muy correcto."
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,FOOD#PRICES,positive,,,,
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,,,es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17:0,,,"Un menú estupendo, muy completo."
es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17,394,,,es_cullera_de_boix_74_ElisabetBasPujol_2012-01-17:1,,,"El trato muy bueno, muy amables, el arroz exquisito y a mitad de precio, lo recomiendo."
es_cullera_de_boix_75_MiguelForch_2012-01-09,395,RESTAURANT#GENERAL,negative,,,,
es_cullera_de_boix_75_MiguelForch_2012-01-09,395,,,es_cullera_de_boix_75_MiguelForch_2012-01-09:0,,,"Solo para emergencias, no recomendable."
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,FOOD#QUALITY,neutral,,,,
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,SERVICE#GENERAL,negative,,,,
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,RESTAURANT#GENERAL,negative,,,,
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,,,es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28:0,,,"Restaurante correcto sin más pretensiones, abundante la comida pero sin una calidad extraordinaria."
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,,,es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28:1,,,"El servicio pésimo, lento y no se enteraba de nada."
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,,,es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28:2,,,El arroz tampoco me sorprendio.
es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28,396,,,es_cullera_de_boix_76_AntonioDiezDeBlas_2011-12-28:3,,,No creo que repita.
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,FOOD#PRICES,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,,,es_cullera_de_boix_79_SantiagoSoley_2011-12-23:0,,,Asistimos al restaurante para una cena de Navidad de la empresa y la relación calidad - precio nos soprendió.
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,,,es_cullera_de_boix_79_SantiagoSoley_2011-12-23:1,,,Muy buena carta y platos abudantes.
es_cullera_de_boix_79_SantiagoSoley_2011-12-23,397,,,es_cullera_de_boix_79_SantiagoSoley_2011-12-23:2,,,El servicio es muy amable y diligente y el entorno (estuvimos en la sala privado) agradable.
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,,,es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19:0,,,"Hicimos la cena de trabajo y estuvimos muy bien atendidos, el servicio muy bueno y la comida de las mejores que hemos hecho un dia como este que los restaurantes se llenan de grupos."
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,,,es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19:1,,,No bajaron ni la calidad ni la presentacion.
es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19,398,,,es_cullera_de_boix_80_MontseBoschArgelich_2011-12-19:2,,,Aunque estabamos varios grupos no sufrimos por el ruido y nosotros pudimos hablar sin gritar.
es_cullera_de_boix_82_Oriol_2011-12-13,399,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_82_Oriol_2011-12-13,399,FOOD#STYLE_OPTIONS,positive,,,,
es_cullera_de_boix_82_Oriol_2011-12-13,399,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_82_Oriol_2011-12-13,399,,,es_cullera_de_boix_82_Oriol_2011-12-13:0,,,Arróz muy bueno y buena cantidad.
es_cullera_de_boix_86_MonicaDeOliveira_2011-11-24,400,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_86_MonicaDeOliveira_2011-11-24,400,,,es_cullera_de_boix_86_MonicaDeOliveira_2011-11-24:0,,,Muy bueno restaurante.
es_cullera_de_boix_88_Sebastian_2011-04-25,401,AMBIENCE#GENERAL,negative,,,,
es_cullera_de_boix_88_Sebastian_2011-04-25,401,FOOD#QUALITY,negative,,,,
es_cullera_de_boix_88_Sebastian_2011-04-25,401,DRINKS#STYLE_OPTIONS,negative,,,,
es_cullera_de_boix_88_Sebastian_2011-04-25,401,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_88_Sebastian_2011-04-25,401,RESTAURANT#GENERAL,negative,,,,
es_cullera_de_boix_88_Sebastian_2011-04-25,401,,,es_cullera_de_boix_88_Sebastian_2011-04-25:0,,,"La gente que ha dado su opinion,  que son amigos o familiares?"
es_cullera_de_boix_88_Sebastian_2011-04-25,401,,,es_cullera_de_boix_88_Sebastian_2011-04-25:1,,,"Nada más entrar un olor impresionante a cocina poco limpia, luego unos entrantes"
es_cullera_de_boix_88_Sebastian_2011-04-25,401,,,es_cullera_de_boix_88_Sebastian_2011-04-25:2,,,"de miedo, navajas con tierra, musclos con sabor a ""no se"", calamares que parecian tortillitas, vino blanco poco frio, jamon ""iberico"" calificacion 5 justito y por fin la paella muy buena la verdad, despues para rematar la faena los lavabos sucios, en la renfe creo que estan mas limpios, pues nada mas ""muy contentos"", no volveremos mas."
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,DRINKS#QUALITY,positive,,,,
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,,,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:0,,,Muy bien.
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,,,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:1,,,Pica pica y vino muy buenos.
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,,,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:2,,,Servicio muy bueno y nos han tenido en cuenta.
es_cullera_de_boix_89_CaroleGouaillier_2011-03-27,402,,,es_cullera_de_boix_89_CaroleGouaillier_2011-03-27:3,,,"Mesa apartada por lo tanto, intimidad."
es_cullera_de_boix_91_NoemiFuentes_2011-03-21,403,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_91_NoemiFuentes_2011-03-21,403,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_91_NoemiFuentes_2011-03-21,403,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_91_NoemiFuentes_2011-03-21,403,,,es_cullera_de_boix_91_NoemiFuentes_2011-03-21:0,,,Servicio y calidad correctos.
es_cullera_de_boix_93_Paola_2011-03-06,404,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_93_Paola_2011-03-06,404,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_93_Paola_2011-03-06,404,,,es_cullera_de_boix_93_Paola_2011-03-06:0,,,Excelentes arroces.
es_cullera_de_boix_93_Paola_2011-03-06,404,,,es_cullera_de_boix_93_Paola_2011-03-06:1,,,Todo muy bien
es_cullera_de_boix_95_RamonaStefan_2011-02-07,405,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_95_RamonaStefan_2011-02-07,405,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_95_RamonaStefan_2011-02-07,405,AMBIENCE#GENERAL,positive,,,,
es_cullera_de_boix_95_RamonaStefan_2011-02-07,405,,,es_cullera_de_boix_95_RamonaStefan_2011-02-07:0,,,"Estuvimos en este restaurante en noche vieja y estuvo todo muy bien, la comida muy buena y el sitio agradable."
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,RESTAURANT#PRICES,positive,,,,
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,,,es_cullera_de_boix_96_JoseAQuerol_2011-01-24:0,,,"El servicio correcto, trato agradable, el precio también."
es_cullera_de_boix_96_JoseAQuerol_2011-01-24,406,,,es_cullera_de_boix_96_JoseAQuerol_2011-01-24:1,,,"Los arroces espectaculares, muy bien."
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,RESTAURANT#GENERAL,positive,,,,
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,LOCATION#GENERAL,positive,,,,
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,FOOD#QUALITY,positive,,,,
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,SERVICE#GENERAL,positive,,,,
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,,,es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:0,,,Preparamos una cena para el día de Navidad y la verdad es que no nos fue fácil encontarr algún restaurante abierto hasta que encontré esta página.
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,,,es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:1,,,"El restaurante está muy bien, céntrico, buenos precios y la comida muy buena."
es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27,407,,,es_cullera_de_boix_98_AfricaIbanezDeOpacua_2010-12-27:2,,,"Éramos un grupo de 11 y nos prepararon una mesa un poco apartadita y el tarto fue muy bueno,lo recomiendo."
es_doble-uno-zaragoza_comment-4523,408,FOOD#PRICES,positive,,,,
es_doble-uno-zaragoza_comment-4523,408,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4523,408,FOOD#STYLE_OPTIONS,positive,,,,
es_doble-uno-zaragoza_comment-4523,408,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4523,408,,,es_doble-uno-zaragoza_comment-4523:0,,,"Merece la pena el menu degustación, por 32,50 euros tiene una calidad excelente."
es_doble-uno-zaragoza_comment-4523,408,,,es_doble-uno-zaragoza_comment-4523:1,,,"El tapeo en la barra es fantástico, variado y precio correcto."
es_doble-uno-zaragoza_comment-4523,408,,,es_doble-uno-zaragoza_comment-4523:2,,,Por ponerle un fallo para el poco tiempo que lleva va mucha gente atraída por el diseño del local y la fama que va cogiendo su cocina.
es_doble-uno-zaragoza_comment-4530,409,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4530,409,FOOD#STYLE_OPTIONS,positive,,,,
es_doble-uno-zaragoza_comment-4530,409,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4530,409,RESTAURANT#PRICES,positive,,,,
es_doble-uno-zaragoza_comment-4530,409,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4530,409,,,es_doble-uno-zaragoza_comment-4530:0,,,"Me pase el viernes para conocerlo, me quede impresionado del diseño del local, y no digamos con la carta que tienen, probé entre otras cosas un huevo a 65 grados con una tierra y chistorra que era para caerse al suelo."
es_doble-uno-zaragoza_comment-4530,409,,,es_doble-uno-zaragoza_comment-4530:1,,,Los precios son increíblemente razonables.
es_doble-uno-zaragoza_comment-4530,409,,,es_doble-uno-zaragoza_comment-4530:2,,,Merece la pena desde luego.
es_doble-uno-zaragoza_comment-4558,410,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4558,410,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4558,410,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4558,410,RESTAURANT#PRICES,positive,,,,
es_doble-uno-zaragoza_comment-4558,410,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4558,410,,,es_doble-uno-zaragoza_comment-4558:0,,,Local decorado muy moderno y elegante.
es_doble-uno-zaragoza_comment-4558,410,,,es_doble-uno-zaragoza_comment-4558:1,,,la terraza con sillas de director en la misma linea de elegancia.
es_doble-uno-zaragoza_comment-4558,410,,,es_doble-uno-zaragoza_comment-4558:2,,,La comida y el servicio muy bien y el precio mejor todavía.
es_doble-uno-zaragoza_comment-4558,410,,,es_doble-uno-zaragoza_comment-4558:3,,,Muy recomendable.
es_doble-uno-zaragoza_comment-4596,411,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4596,411,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4596,411,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4596,411,FOOD#STYLE_OPTIONS,positive,,,,
es_doble-uno-zaragoza_comment-4596,411,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4596,411,,,es_doble-uno-zaragoza_comment-4596:0,,,"El sábado 01-11-14, estuvimos cenando mi pareja y yo, y otra pareja, y salimos todos encantados, yo este sitio solo lo había visitado para tomar una tapa, y como he visto que la gente hablaba bien de la carta, lo probamos y efectivamente fue un total acierto, hacia tiempo que no encontraba un sitio con tanta amabilidad desde el principio al final, por lo que yo puedo hablar, la comida estaba buenísima, elegimos el menú degustacion , y todo estaba riquísimo, el tiempo de los platos correcto, no tardaban nada, ademas dentro del menú entraba todo agua, vino, cafés e incluso chupitos, yo la verdad pienso volver, y pienso probar el resto de la carta, para saber si todo esta, tan rico como el menú que tomamos."
es_doble-uno-zaragoza_comment-4596,411,,,es_doble-uno-zaragoza_comment-4596:1,,,"Yo invito a la gente que lo prueben y opinen, ya que es un sitio también muy bonito y acogedor."
es_doble-uno-zaragoza_comment-4596,411,,,es_doble-uno-zaragoza_comment-4596:2,,,Si siguen así pienso que pueden tener un buen futuro.
es_doble-uno-zaragoza_comment-4609,412,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4609,412,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4609,412,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4609,412,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4609,412,RESTAURANT#PRICES,positive,,,,
es_doble-uno-zaragoza_comment-4609,412,,,es_doble-uno-zaragoza_comment-4609:0,,,"El local me encanta, el servicio muy bueno, la comida genial, aunque yo destacaría el huevo a 65 grados y el sashimi de atun que es para flipar y una torrija que te dan ganar de repetir, estuve allí el miércoles pasado con unas amigas y tenemos claro que volveremos , ah!"
es_doble-uno-zaragoza_comment-4609,412,,,es_doble-uno-zaragoza_comment-4609:1,,,por cierto los precios muy razonbles
es_doble-uno-zaragoza_comment-4616,413,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4616,413,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4616,413,FOOD#STYLE_OPTIONS,negative,,,,
es_doble-uno-zaragoza_comment-4616,413,RESTAURANT#GENERAL,neutral,,,,
es_doble-uno-zaragoza_comment-4616,413,,,es_doble-uno-zaragoza_comment-4616:0,,,"la comida muy buena y atención buenísima, el menú degustación se queda bastante corto de cantidad, necesitas pedir algún plato mas y eso te eleva el precio, ya que las raciones son muy justas"
es_doble-uno-zaragoza_comment-4633,414,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4633,414,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4633,414,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4633,414,,,es_doble-uno-zaragoza_comment-4633:0,,,Muy bien.
es_doble-uno-zaragoza_comment-4633,414,,,es_doble-uno-zaragoza_comment-4633:1,,,Cena estupenda trato excelente.
es_doble-uno-zaragoza_comment-4729,415,FOOD#STYLE_OPTIONS,positive,,,,
es_doble-uno-zaragoza_comment-4729,415,SERVICE#GENERAL,conflict,,,,
es_doble-uno-zaragoza_comment-4729,415,DRINKS#STYLE_OPTIONS,negative,,,,
es_doble-uno-zaragoza_comment-4729,415,FOOD#QUALITY,negative,,,,
es_doble-uno-zaragoza_comment-4729,415,RESTAURANT#PRICES,negative,,,,
es_doble-uno-zaragoza_comment-4729,415,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4729,415,RESTAURANT#GENERAL,conflict,,,,
es_doble-uno-zaragoza_comment-4729,415,,,es_doble-uno-zaragoza_comment-4729:0,,,"La carta tiene platos muy apetecibles, es difícil decidirse y el trato es correcto."
es_doble-uno-zaragoza_comment-4729,415,,,es_doble-uno-zaragoza_comment-4729:1,,,Sí es cierto que tardaron muchísimo en atendernos y que faltan pequeños detalles como una carta de vinos.
es_doble-uno-zaragoza_comment-4729,415,,,es_doble-uno-zaragoza_comment-4729:2,,,"Algunos de los platos, no tenían la calidad que esperamos (como el pulpo braseado) y no pudimos probar el atún porque se les había terminado.."
es_doble-uno-zaragoza_comment-4729,415,,,es_doble-uno-zaragoza_comment-4729:3,,,El precio puede ser algo elevado pero es un lugar agradable.
es_doble-uno-zaragoza_comment-4743,416,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4743,416,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4743,416,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4743,416,FOOD#STYLE_OPTIONS,conflict,,,,
es_doble-uno-zaragoza_comment-4743,416,RESTAURANT#PRICES,positive,,,,
es_doble-uno-zaragoza_comment-4743,416,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4743,416,,,es_doble-uno-zaragoza_comment-4743:0,,,"Nos gusto mucho el sitio, la comida y la atenciónTomamos el menu desgustacion y merece la pena, las raciones no son generosas pero no te vas con hambre, solo una pega: que la carne estaba templadaMuy recomendable para quien busca calidad y no cantidadAdemas no hay sorpresas de que si te cobro mas por pedir otra botella de vino o el pan……Ademas café y chupito incluido en los 34€/persona"
es_doble-uno-zaragoza_comment-4747,417,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4747,417,SERVICE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4747,417,RESTAURANT#PRICES,negative,,,,
es_doble-uno-zaragoza_comment-4747,417,FOOD#STYLE_OPTIONS,negative,,,,
es_doble-uno-zaragoza_comment-4747,417,AMBIENCE#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4747,417,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:0,,,"Estuve cenando ayer por la noche, tenía ganas de probarlo, la verdad es que la comida estaba buena, de hecho felicitamos al cocinero (creo que se llamaba César)."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:1,,,"El problema quizá pudo ser que en vez de pedir el menú degustación tiramos de carta, y sinceramente, me pareció un poco caro en relación con el tamaño de las raciones, a saber, un pulpo asado con langostinos, un atún rojo con teriyaki y algas, un steak tartare, un helado de ferrero rocher, la torrija con helado, dos aguas, una copa de vino y una cerveza 53 euros en total."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:2,,,"Mi acompañante ya había cenado y se limitó a picotear de mis platos por probarlos, es decir, que salvo el postre y las bebidas, sólo cené yo."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:3,,,"Y si bien repito que la comida estaba muy correcta, incluso por encima de la media de lo que se come en muchos sitios, lo cierto es que la cantidad de las raciones era justita."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:4,,,"Habrá quien diga con razón que 53 euros por cinco platos no es caro si están buenos, pero es que hoy en día la restauración ha cambiado mucho, y se puede comer muy bien por precios más asequibles en otros restaurantes de la ciudad, entre ellos algunos de los que comenta el Sr. Aranda en este blog."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:5,,,"Insisto en que en realidad la cena fué para un persona, con una copa de vino."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:6,,,"La próxima vez pediré el menú degustación, y supongo que saldrá bastante más económico, y mejorará la relación calidad-precio."
es_doble-uno-zaragoza_comment-4747,417,,,es_doble-uno-zaragoza_comment-4747:7,,,"En cualquier caso un sitio interesante para cenar, en concreto el pulpo con langostinos, delicioso."
es_doble-uno-zaragoza_comment-4794,418,FOOD#STYLE_OPTIONS,positive,,,,
es_doble-uno-zaragoza_comment-4794,418,FOOD#QUALITY,positive,,,,
es_doble-uno-zaragoza_comment-4794,418,RESTAURANT#GENERAL,positive,,,,
es_doble-uno-zaragoza_comment-4794,418,,,es_doble-uno-zaragoza_comment-4794:0,,,Pedimos el menú degustación y la verdad estaba todo muy bueno.
