/Reviews,,,,,,
/Review/@rid,/Review/#id,/Review/Opinions/Opinion/@category,/Review/Opinions/Opinion/@polarity,/Review/sentences/sentence/@id,/Review/sentences/sentence/Opinions,/Review/sentences/sentence/text
B00KMRGF28_365_A2PNKW6SVO157M,219,,,B00KMRGF28_365_A2PNKW6SVO157M:4,,Just save your money and get something better.
B00KMRGF28_349_AHASB3H3S2SRN,220,LAPTOP#QUALITY,negative,,,
B00KMRGF28_349_AHASB3H3S2SRN,220,LAPTOP#GENERAL,negative,,,
B00KMRGF28_349_AHASB3H3S2SRN,220,LAPTOP#PRICE,negative,,,
B00KMRGF28_349_AHASB3H3S2SRN,220,LAPTOP#DESIGN_FEATURES,negative,,,
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:0,,This laptop is a complete cheap junk.
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:1,,By just looking at it you will realize it's crap.
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:2,,It's not what you pay for.
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:3,,The case is made from cheap plastic.
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:4,,In the description it said there is Bluetooth but no there isn't.
B00KMRGF28_349_AHASB3H3S2SRN,220,,,B00KMRGF28_349_AHASB3H3S2SRN:5,,"I'm warning you, You're wasting your money on this"
310,221,LAPTOP#MISCELLANEOUS,positive,,,
310,221,LAPTOP#GENERAL,positive,,,
310,221,LAPTOP#OPERATION_PERFORMANCE,positive,,,
310,221,LAPTOP#DESIGN_FEATURES,positive,,,
310,221,COMPANY#GENERAL,positive,,,
310,221,SOFTWARE#USABILITY,positive,,,
310,221,,,310:0,,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.
310,221,,,310:1,,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv."
310,221,,,310:2,,"It pretty much does everything we could ever need, and looks great to boot."
310,221,,,310:3,,"Apple is always great about the aesthetics of things, they always come up with good looking products."
310,221,,,310:4,,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.
310,221,,,310:5,,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!"
310,221,,,310:6,,"It's great and we will always stick with Apple computers, we have been so happy with them."
100,222,LAPTOP#GENERAL,negative,,,
100,222,LAPTOP#QUALITY,negative,,,
100,222,SUPPORT#QUALITY,negative,,,
100,222,HARD_DISC#QUALITY,negative,,,
100,222,POWER_SUPPLY#QUALITY,negative,,,
100,222,COMPANY#GENERAL,negative,,,
100,222,,,100:0,,I never have had a good result with this computer.
100,222,,,100:1,,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad."
100,222,,,100:2,,"They told me it was my loss even though it was the computer, not  what I've done."
100,222,,,100:3,,"The hard drive crashed as well, and I had to buy a new  power cord."
100,222,,,100:4,,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life."
100,222,,,100:5,,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth."
100,222,,,100:6,,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.
122,223,LAPTOP#DESIGN_FEATURES,positive,,,
122,223,GRAPHICS#GENERAL,negative,,,
122,223,DISPLAY#OPERATION_PERFORMANCE,negative,,,
122,223,LAPTOP#GENERAL,negative,,,
122,223,LAPTOP#QUALITY,negative,,,
122,223,,,122:0,,Strengths:Well-shaped
122,223,,,122:1,,Weaknesses:A bad videocard!
122,223,,,122:2,,"Posted Nov 8, 2010 -"
122,223,,,122:3,,Two weeks ago I bought this notebook.
122,223,,,122:4,,What can I say.
122,223,,,122:5,,The first programm I switched on was a game for my children.
122,223,,,122:6,,After 20-30 min the screen of the notebook switched off.
122,223,,,122:7,,"It was still working, but there was nothing on the screen."
122,223,,,122:8,,I was said it's videocard.
122,223,,,122:9,,Very disappointed!
122,223,,,122:10,,Didn't expect to repair it at once!
122,223,,,122:11,,Going to bring it to service today.
122,223,,,122:12,,Don't buy this model.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,LAPTOP#GENERAL,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,LAPTOP#PRICE,neutral,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,SOFTWARE#GENERAL,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,LAPTOP#DESIGN_FEATURES,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,KEYBOARD#GENERAL,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,DISPLAY#QUALITY,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,BATTERY#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,CPU#OPERATION_PERFORMANCE,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,MEMORY#DESIGN_FEATURES,positive,,,
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:0,,A good value for the money.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:1,,Quite pleased with it.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:2,,Fast enough for my purposes.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:3,,No bloatware from third party parasites to uninstall.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:4,,Excellent keyboard and crisp screen.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:5,,Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.
B00FU83YWS_200_A2P9XOT1E1YQZ0,224,,,B00FU83YWS_200_A2P9XOT1E1YQZ0:6,,I'm glad to have it and it showed up in only a few days.
B00KMRGF28_341_A23O6JB0TUPOJG,225,LAPTOP#DESIGN_FEATURES,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,LAPTOP#CONNECTIVITY,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,OPTICAL_DRIVES#QUALITY,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,OPTICAL_DRIVES#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,LAPTOP#MISCELLANEOUS,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,LAPTOP#GENERAL,negative,,,
B00KMRGF28_341_A23O6JB0TUPOJG,225,,,B00KMRGF28_341_A23O6JB0TUPOJG:0,,No ethernet outlet
B00KMRGF28_341_A23O6JB0TUPOJG,225,,,B00KMRGF28_341_A23O6JB0TUPOJG:1,,Disc drive will not open or function
B00KMRGF28_341_A23O6JB0TUPOJG,225,,,B00KMRGF28_341_A23O6JB0TUPOJG:2,,Odd - unusual Dell Commands
B00KMRGF28_341_A23O6JB0TUPOJG,225,,,B00KMRGF28_341_A23O6JB0TUPOJG:3,,Would have exchanged instantly - but had to use as if for College immediately.
B00KMRGF28_341_A23O6JB0TUPOJG,225,,,B00KMRGF28_341_A23O6JB0TUPOJG:4,,Unimpressed.
B00FU83YWS_201_A14L9PF5EWEZUN,226,LAPTOP#GENERAL,positive,,,
B00FU83YWS_201_A14L9PF5EWEZUN,226,KEYBOARD#DESIGN_FEATURES,negative,,,
B00FU83YWS_201_A14L9PF5EWEZUN,226,KEYBOARD#USABILITY,neutral,,,
B00FU83YWS_201_A14L9PF5EWEZUN,226,LAPTOP#PRICE,positive,,,
B00FU83YWS_201_A14L9PF5EWEZUN,226,LAPTOP#MISCELLANEOUS,positive,,,
B00FU83YWS_201_A14L9PF5EWEZUN,226,,,B00FU83YWS_201_A14L9PF5EWEZUN:0,,I've had my Lenovo for a little over a month now and it does everything i want it to do and more.
B00FU83YWS_201_A14L9PF5EWEZUN,226,,,B00FU83YWS_201_A14L9PF5EWEZUN:1,,i really have nothing negative to say about it.
B00FU83YWS_201_A14L9PF5EWEZUN,226,,,B00FU83YWS_201_A14L9PF5EWEZUN:2,,The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.
B00FU83YWS_201_A14L9PF5EWEZUN,226,,,B00FU83YWS_201_A14L9PF5EWEZUN:3,,it is a great value for what you get.
B00FU83YWS_201_A14L9PF5EWEZUN,226,,,B00FU83YWS_201_A14L9PF5EWEZUN:4,,i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,LAPTOP#GENERAL,positive,,,
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,LAPTOP#DESIGN_FEATURES,positive,,,
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,BATTERY#OPERATION_PERFORMANCE,positive,,,
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:0,,I get giddy every time I use this thing.
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:1,,It is a thing of beauty and fast enough.
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:2,,What's fast enough?
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:3,,When you click and don't wait.
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:4,,"Waiting is horrible, and not waiting is the best thing on earth."
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:5,,"So yes, it is ridiculously fast."
B0096VDM8G_56_A2VQJTD3UB6YZ9,227,,,B0096VDM8G_56_A2VQJTD3UB6YZ9:6,,The battery will get you from LA to NY no problem.
B00FU83YWS_140_A1JT0VZE1TEZ13,228,LAPTOP#GENERAL,positive,,,
B00FU83YWS_140_A1JT0VZE1TEZ13,228,LAPTOP#QUALITY,positive,,,
B00FU83YWS_140_A1JT0VZE1TEZ13,228,SOFTWARE#GENERAL,neutral,,,
B00FU83YWS_140_A1JT0VZE1TEZ13,228,LAPTOP#DESIGN_FEATURES,neutral,,,
B00FU83YWS_140_A1JT0VZE1TEZ13,228,LAPTOP#USABILITY,positive,,,
B00FU83YWS_140_A1JT0VZE1TEZ13,228,,,B00FU83YWS_140_A1JT0VZE1TEZ13:0,,Been using Lenovo ThinkPad Edge laptops in our business for several years now and have no complaints about any of them.
B00FU83YWS_140_A1JT0VZE1TEZ13,228,,,B00FU83YWS_140_A1JT0VZE1TEZ13:1,,"They have held up well not just in our sales department, but also in our service department where they are exposed to dust, exhaust, grease, oil, and all manner of other non-computer-friendly substances."
B00FU83YWS_140_A1JT0VZE1TEZ13,228,,,B00FU83YWS_140_A1JT0VZE1TEZ13:2,,"GENERAL, a quality laptop."
B00FU83YWS_140_A1JT0VZE1TEZ13,228,,,B00FU83YWS_140_A1JT0VZE1TEZ13:3,,The Lenovo software that comes preinstalled may qualify as bloatware but is easily removed if you're not interested in it.
B00KMRGF28_259_A22ELO0I334LNR,229,LAPTOP#GENERAL,positive,,,
B00KMRGF28_259_A22ELO0I334LNR,229,DISPLAY#QUALITY,negative,,,
B00KMRGF28_259_A22ELO0I334LNR,229,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_259_A22ELO0I334LNR,229,LAPTOP#MISCELLANEOUS,positive,,,
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:0,,I live in Jamaica and bought this online and my husband took it down for me.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:1,,So far I do not have any trouble with it other than the picture quality is a bit poor.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:2,,My son saw this laptop online and told be about it and i thought it was a good deal and bought it.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:3,,I have had it over a month now and it works just fine.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:4,,This laptop suits my needs: as i am currently studying online and just need a computer for that purpose.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:5,,My daughter uses it for college too and it works great for both of us.
B00KMRGF28_259_A22ELO0I334LNR,229,,,B00KMRGF28_259_A22ELO0I334LNR:6,,"So i gave this 4 stars but only because of the poor picture quality, other than that it is a great buy!"
B00KMRGF28_389_A39AJESZOC4H6J,230,LAPTOP#GENERAL,negative,,,
B00KMRGF28_389_A39AJESZOC4H6J,230,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_389_A39AJESZOC4H6J,230,LAPTOP#PRICE,positive,,,
B00KMRGF28_389_A39AJESZOC4H6J,230,,,B00KMRGF28_389_A39AJESZOC4H6J:0,,This laptop is absolutely horrible.
B00KMRGF28_389_A39AJESZOC4H6J,230,,,B00KMRGF28_389_A39AJESZOC4H6J:1,,I bought it simply for Excel on Windows for work since I have a Macbook Air and literally the thing freezes and lags opening Excel or my web browser.
B00KMRGF28_389_A39AJESZOC4H6J,230,,,B00KMRGF28_389_A39AJESZOC4H6J:2,,There is a chance mine is defective but regardless I'm not going to try another one this is a terrible product.
B00KMRGF28_389_A39AJESZOC4H6J,230,,,B00KMRGF28_389_A39AJESZOC4H6J:3,,I'd much rather bite the bullet and spend a little more for a product that actually meets minimum computing expectations for 2014.
B00KMRGF28_389_A39AJESZOC4H6J,230,,,B00KMRGF28_389_A39AJESZOC4H6J:4,,I appreciate the effort to hit affordable pricing Dell but just not worth it.
B00KB3MXH4_10_A32154TIUMUEBZ,231,LAPTOP#GENERAL,positive,,,
B00KB3MXH4_10_A32154TIUMUEBZ,231,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KB3MXH4_10_A32154TIUMUEBZ,231,,,B00KB3MXH4_10_A32154TIUMUEBZ:0,,Great labtop..
B00KB3MXH4_10_A32154TIUMUEBZ,231,,,B00KB3MXH4_10_A32154TIUMUEBZ:1,,not as fast as I would have liked it to be but everything else is great!
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,LAPTOP#GENERAL,negative,,,
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,BATTERY#OPERATION_PERFORMANCE,negative,,,
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,,,B00KB3MXH4_15_A1HHHK2JW28E4Z:0,,I've only had this computer for a few days an I already don't like it.
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,,,B00KB3MXH4_15_A1HHHK2JW28E4Z:1,,The battery life is a joke and it's causing other problems.
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,,,B00KB3MXH4_15_A1HHHK2JW28E4Z:2,,I will be returning it.
B00KB3MXH4_15_A1HHHK2JW28E4Z,232,,,B00KB3MXH4_15_A1HHHK2JW28E4Z:3,,If people are writing bad reviews about this laptop then believe what they say.
B00KMRGF28_149_A3J4TEK6ANKJHC,233,LAPTOP#GENERAL,positive,,,
B00KMRGF28_149_A3J4TEK6ANKJHC,233,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_149_A3J4TEK6ANKJHC,233,MOUSE#QUALITY,neutral,,,
B00KMRGF28_149_A3J4TEK6ANKJHC,233,LAPTOP#PRICE,positive,,,
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:0,,I absolutely love my Dell Inspiron!
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:1,,I use it for basic web browsing and word processing.
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:2,,I have also used it to watch YouTube and Hulu.
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:3,,"It powers on/off very quickly, and it loads up automatically."
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:4,,"The mouse click is a bit loud, but it really isn't a problem."
B00KMRGF28_149_A3J4TEK6ANKJHC,233,,,B00KMRGF28_149_A3J4TEK6ANKJHC:5,,"For $250, I highly recommend!!"
B00KMRGF28_49_A23AEXWHKWJSJ2,234,LAPTOP#GENERAL,positive,,,
B00KMRGF28_49_A23AEXWHKWJSJ2,234,LAPTOP#PRICE,positive,,,
B00KMRGF28_49_A23AEXWHKWJSJ2,234,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_49_A23AEXWHKWJSJ2,234,LAPTOP#USABILITY,positive,,,
B00KMRGF28_49_A23AEXWHKWJSJ2,234,,,B00KMRGF28_49_A23AEXWHKWJSJ2:0,,GREAT value laptop!
B00KMRGF28_49_A23AEXWHKWJSJ2,234,,,B00KMRGF28_49_A23AEXWHKWJSJ2:1,,I can't believe this was just $250
B00KMRGF28_49_A23AEXWHKWJSJ2,234,,,B00KMRGF28_49_A23AEXWHKWJSJ2:2,,I am using primarily for Office and Outlook while I'm on the road.
B00KMRGF28_49_A23AEXWHKWJSJ2,234,,,B00KMRGF28_49_A23AEXWHKWJSJ2:3,,"Speed is great, easy to set up and get going."
B00KMRGF28_49_A23AEXWHKWJSJ2,234,,,B00KMRGF28_49_A23AEXWHKWJSJ2:4,,Very pleased so far.
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,BATTERY#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,LAPTOP#GENERAL,positive,,,
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,LAPTOP#PRICE,positive,,,
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,,,B00KMRGF28_54_A3ODG9PLY4Z27Y:0,,"This things run smoothly for its price, and the battery life seems to go on forever."
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,,,B00KMRGF28_54_A3ODG9PLY4Z27Y:1,,I got this laptop as an upgrade / replacement for my old Lenovo notebook.
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,,,B00KMRGF28_54_A3ODG9PLY4Z27Y:2,,"I didn't have that much money, so I thought I'd give the Inspiron a try."
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,,,B00KMRGF28_54_A3ODG9PLY4Z27Y:3,,I wasn't disappointed in its performance.
B00KMRGF28_54_A3ODG9PLY4Z27Y,235,,,B00KMRGF28_54_A3ODG9PLY4Z27Y:4,,"All in all, it's well worth its price tag."
B00FU83YWS_61_A1TAIZR02ODKET,236,LAPTOP#GENERAL,positive,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,CPU#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,OS#GENERAL,positive,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,OS#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,BATTERY#OPERATION_PERFORMANCE,negative,,,
B00FU83YWS_61_A1TAIZR02ODKET,236,,,B00FU83YWS_61_A1TAIZR02ODKET:0,,Overall good but processing power isn't very good.
B00FU83YWS_61_A1TAIZR02ODKET,236,,,B00FU83YWS_61_A1TAIZR02ODKET:1,,"W7 Pro with W8 pro upgrade is nice, but it frequently freezes for a few seconds here and there."
B00FU83YWS_61_A1TAIZR02ODKET,236,,,B00FU83YWS_61_A1TAIZR02ODKET:2,,I replaced stock drive with WD Black 7K drive and is still quite slow.
B00FU83YWS_61_A1TAIZR02ODKET,236,,,B00FU83YWS_61_A1TAIZR02ODKET:3,,Battery doesn't last long web browsing (2.5 hours maybe).
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,LAPTOP#GENERAL,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,LAPTOP#DESIGN_FEATURES,neutral,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,DISPLAY#QUALITY,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,MULTIMEDIA_DEVICES#GENERAL,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,MOUSE#USABILITY,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,OS#USABILITY,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,LAPTOP#CONNECTIVITY,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,BATTERY#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:0,,This laptop is amazing!
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:1,,"Despite the fact that there's no optical drive, everything is perfect."
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:2,,"The screen resolution is crystal clear, the speakers are amazing, and the track pad is easy to use."
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:3,,The home page/startup is easy to navigate which is the one thing I was mainly concerned about.
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:4,,"Internet is fast and reliable, battery life lasts a long time."
B00KMRGF28_168_A3TKNSIFQ0WOEE,237,,,B00KMRGF28_168_A3TKNSIFQ0WOEE:5,,I love this laptop!
B00KMRGF28_162_A2A9UX1U9D816V,238,LAPTOP#QUALITY,negative,,,
B00KMRGF28_162_A2A9UX1U9D816V,238,LAPTOP#OPERATION_PERFORMANCE,negative,,,
B00KMRGF28_162_A2A9UX1U9D816V,238,LAPTOP#GENERAL,negative,,,
B00KMRGF28_162_A2A9UX1U9D816V,238,,,B00KMRGF28_162_A2A9UX1U9D816V:0,,LOOKS LIKE THIS DELL IS A PIECE OF CRAP.
B00KMRGF28_162_A2A9UX1U9D816V,238,,,B00KMRGF28_162_A2A9UX1U9D816V:1,,"IT DOES NOT TURN ON - IF I TAKE THE BATTERY OUT IT MIGHT WORK, NOT SURE IF IT'S A BAD BATTERY OR COMPUTER!"
B00KMRGF28_162_A2A9UX1U9D816V,238,,,B00KMRGF28_162_A2A9UX1U9D816V:2,,DO NOT RECOMMEND!
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,LAPTOP#GENERAL,positive,,,
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,MULTIMEDIA_DEVICES#QUALITY,positive,,,
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,LAPTOP#QUALITY,positive,,,
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,DISPLAY#GENERAL,positive,,,
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,,,B00KB3MXH4_0_A1CFRDJVZWJAVK:0,,Love everything about this laptop!
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,,,B00KB3MXH4_0_A1CFRDJVZWJAVK:1,,"Sound, quality and touchscreen are awesome!"
B00KB3MXH4_0_A1CFRDJVZWJAVK,239,,,B00KB3MXH4_0_A1CFRDJVZWJAVK:2,,I would definitely recommend this!!
B00KMRGF28_31_AQRNSQCH3NRA5,240,LAPTOP#GENERAL,positive,,,
B00KMRGF28_31_AQRNSQCH3NRA5,240,LAPTOP#PRICE,positive,,,
B00KMRGF28_31_AQRNSQCH3NRA5,240,LAPTOP#QUALITY,positive,,,
B00KMRGF28_31_AQRNSQCH3NRA5,240,LAPTOP#DESIGN_FEATURES,positive,,,
B00KMRGF28_31_AQRNSQCH3NRA5,240,LAPTOP#USABILITY,positive,,,
B00KMRGF28_31_AQRNSQCH3NRA5,240,,,B00KMRGF28_31_AQRNSQCH3NRA5:0,,"I AM IMPRESSED WITH THIS COMPUTER, INEXPENSIVE BUT QUALITY."
B00KMRGF28_31_AQRNSQCH3NRA5,240,,,B00KMRGF28_31_AQRNSQCH3NRA5:1,,"LOVE THE SIZE, I AM USING THIS FOR WORK, I AM A NURSE AND HAVE TO CHART DAILY, THIS IS EASY TO USE AND I HAVE NOT HAD ANY PROBLEMS WITH IT."
B00KMRGF28_97_A2F819YX0XJ5Y1,241,LAPTOP#GENERAL,positive,,,
B00KMRGF28_97_A2F819YX0XJ5Y1,241,LAPTOP#PRICE,positive,,,
B00KMRGF28_97_A2F819YX0XJ5Y1,241,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_97_A2F819YX0XJ5Y1,241,,,B00KMRGF28_97_A2F819YX0XJ5Y1:0,,I am very happy with this computer.
B00KMRGF28_97_A2F819YX0XJ5Y1,241,,,B00KMRGF28_97_A2F819YX0XJ5Y1:1,,"It is exactly what I expected, and the price is excellent!"
B00KMRGF28_97_A2F819YX0XJ5Y1,241,,,B00KMRGF28_97_A2F819YX0XJ5Y1:2,,"You are getting what you pay for and in my opinion, it is worth more."
B00KMRGF28_97_A2F819YX0XJ5Y1,241,,,B00KMRGF28_97_A2F819YX0XJ5Y1:3,,Been using it for about 4 hours now and it seems plenty fast and does everything I need it to do.
B00KMRGF28_98_A1YYZDBT4D9GEA,242,LAPTOP#MISCELLANEOUS,neutral,,,
B00KMRGF28_98_A1YYZDBT4D9GEA,242,LAPTOP#DESIGN_FEATURES,negative,,,
B00KMRGF28_98_A1YYZDBT4D9GEA,242,LAPTOP#CONNECTIVITY,negative,,,
B00KMRGF28_98_A1YYZDBT4D9GEA,242,LAPTOP#GENERAL,positive,,,
B00KMRGF28_98_A1YYZDBT4D9GEA,242,LAPTOP#PRICE,neutral,,,
B00KMRGF28_98_A1YYZDBT4D9GEA,242,,,B00KMRGF28_98_A1YYZDBT4D9GEA:0,,Its a very basic laptop.
B00KMRGF28_98_A1YYZDBT4D9GEA,242,,,B00KMRGF28_98_A1YYZDBT4D9GEA:1,,"I thought it would have a CD-rom drive, but there isnt one."
B00KMRGF28_98_A1YYZDBT4D9GEA,242,,,B00KMRGF28_98_A1YYZDBT4D9GEA:2,,Also wish it had a port to plug an internet cord into it because sometimes my wifi router likes to not work.
B00KMRGF28_98_A1YYZDBT4D9GEA,242,,,B00KMRGF28_98_A1YYZDBT4D9GEA:3,,But for the price its good.
B00KMRGF28_212_A22IB8C8G5YVZD,243,LAPTOP#GENERAL,positive,,,
B00KMRGF28_212_A22IB8C8G5YVZD,243,LAPTOP#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_212_A22IB8C8G5YVZD,243,BATTERY#OPERATION_PERFORMANCE,positive,,,
B00KMRGF28_212_A22IB8C8G5YVZD,243,,,B00KMRGF28_212_A22IB8C8G5YVZD:0,,Nice laptop.
